,Eid,Cite-By_Count,Title
15282,2-s2.0-85108253213,6,Application of Hydrophilic–Lipophilic Deviation Equations to the Formulation of a Mixed-Surfactant Washing Agent for Crude Rice Bran Oil Removal from Spent Bleaching Earth
15283,2-s2.0-85108014599,7,"Experimental and theoretical studies on structural, morphological, electronic, optical and magnetic properties of Zn<inf>1-x</inf>Cu<inf>x</inf>O thin films (0≤x≤0.125)"
15284,2-s2.0-85107980378,0,5-Step Self-Assessment Evaluation for Microvascular Patency in Non-Living Specimen
15285,2-s2.0-85107970643,27,Enzyme-free impedimetric biosensor-based molecularly imprinted polymer for selective determination of L-hydroxyproline
15286,2-s2.0-85107928247,102,"Recent developments on bismuth oxyhalides (BiOX; X = Cl, Br, I) based ternary nanocomposite photocatalysts for environmental applications"
15287,2-s2.0-85107829166,33,"Bioaccessibility and antioxidant activity of phenolic acids, flavonoids, and anthocyanins of encapsulated Thai rice bran extracts during in vitro gastrointestinal digestion"
15288,2-s2.0-85107719586,3,Abdominal Wall Thickness Predicts Surgical Site Infection in Emergency Colon Operations
15289,2-s2.0-85107679668,7,Open sandwich fluorescence-linked immunosorbent assay for detection of soy isoflavone glycosides
15290,2-s2.0-85107561210,25,"BAM15, a Mitochondrial Uncoupling Agent, Attenuates Inflammation in the LPS Injection Mouse Model: An Adjunctive Anti-Inflammation on Macrophages and Hepatocytes"
15291,2-s2.0-85107552315,4,Pyrrolidinyl peptide nucleic acids bearing hydroxy-modified cyclobutane building blocks: Synthesis and binding properties
15292,2-s2.0-85107305770,18,Bioballs carrying a syntrophic Rhodococcus and Mycolicibacterium consortium for simultaneous sorption and biodegradation of fuel oil in contaminated freshwater
15293,2-s2.0-85106349175,4,Cell-Derived Microparticles in Blood Products from Blood Donors Deficient in Glucose-6-Phosphate Dehydrogenase
15294,2-s2.0-85105528577,11,"Genistein and exercise treatment reduced NASH related HDAC3, IL-13 and MMP-12 expressions in ovariectomized rats fed with high fat high fructose diet"
15295,2-s2.0-85105146040,6,CRRT in developing world
15296,2-s2.0-85105125361,5,Botulinum toxin for chronic rhinitis: A systematic review and meta-analysis
15297,2-s2.0-85104806748,12,An Implementation Framework for Telemedicine to Address Noncommunicable Diseases in Thailand
15298,2-s2.0-85104588310,6,Buddhist approach to corporate sustainability
15299,2-s2.0-85104003516,37,Does firm-level political risk influence corporate social responsibility (CSR)? Evidence from earnings conference calls
15300,2-s2.0-85103665192,7,Antioxidant effects and in vitro cytotoxicity on human cancer cell lines of flavonoid-rich flamboyant (Delonix regia (bojer) raf.) flower extract
15301,2-s2.0-85103204385,2,Effects of low-glycemic index diet on plasma adipokines in obese children
15302,2-s2.0-85102755666,11,Corporate social responsibility decisions in apparel supply chains: The role of negative emotions in Bangladesh and Pakistan
15303,2-s2.0-85101614504,14,Protein-Energy Wasting and Mortality Risk Prediction Among Peritoneal Dialysis Patients
15304,2-s2.0-85101546923,0,Resumption of interatrial conduction after atrial premature beat in baseline interatrial aberrancy
15305,2-s2.0-85101380481,21,Phylogenomic Analysis of Ultraconserved Elements Resolves the Evolutionary and Biogeographic History of Segmented Trapdoor Spiders
15306,2-s2.0-85101363349,18,Management and Outcomes of Suspected Infectious and Inflammatory Lung Abnormalities Identified on Lung Cancer Screening CT
15307,2-s2.0-85100549043,3,General Versus Neuraxial Anesthesia for Appendectomy: A Multicenter International Study
15308,2-s2.0-85099186102,29,Use of a novel lumen apposing metallic stent for drainage of the bile duct and gallbladder: Long term outcomes of a prospective international trial
15309,2-s2.0-85098332405,15,Pathogenesis of Thai duck Tembusu virus in BALB/c mice: Descending infection and neuroinvasive virulence
15310,2-s2.0-85087803325,13,Frequency of BRAF V600E mutation in a group of Thai patients with ameloblastomas
15311,2-s2.0-85124045489,5,THE EFFECT OF INFORMATION TECHNOLOGY AND DYNAMIC CAPABILITIES ON HUMAN RESOURCES COMPETENCIES AND INNOVATIVE PERFORMANCE
15312,2-s2.0-85124036561,0,"THE SUBSTANTIAL LESSENING OF COMPETITION TEST FOR MERGERS UNDER THE TRADE COMPETITION ACT B.E. 2560: LESSONS FROM THE UNITED STATES, EUROPEAN UNION, JAPAN, AND SINGAPORE"
15313,2-s2.0-85124015433,4,INFLUENCE OF KNOWLEDGE MANAGEMENT ORIENTATION ON PERFORMANCE WITH INNOVATIVENESS IN SMEs
15314,2-s2.0-85124007135,1,BUSINESS SUCCESS FOR SUSTAINABILITY INDICATOR DEVELOPMENT OF ONE TAMBON ONE PRODUCE†
15315,2-s2.0-85124006609,1,THE INFLUENCE OF CORPORATE IMAGE AND MARKETING MIX ON CONSUMER MOTIVES: AN EMPIRICAL STUDY OF MK RESTAURANTS
15316,2-s2.0-85123985162,10,CROSS-CULTURAL COMPETENCE - A CRUCIAL FACTOR THAT AFFECTS CHINESE CORPORATIONS’ BUSINESS PERFORMANCE IN THE EASTERN SPECIAL DEVELOPMENT ZONE OF THAILAND
15317,2-s2.0-85122159054,7,Analyzing Productivity and Behavior of Plastic Drop-Off Points: A Case Study of Send Plastic Home Project in Plastic Waste Recycling during COVID-19 Outbreak
15318,2-s2.0-85120828437,0,Virtual inertia design procedure for energy storage systems to increase frequency response performance in microgrids
15319,2-s2.0-85113147817,11,Wound-aided semi-solid poly(vinyl alcohol) hydrogels incorporating essential oil-loaded chitosan nanoparticles
15320,2-s2.0-85118760861,7,COVID-19 seroprevalence among hospital staff and preprocedural patients in Thai community hospitals: A cross-sectional study
15321,2-s2.0-85111123129,1,Do short sellers exacerbate volatility?
15322,2-s2.0-85118782467,3,Fabrication of a paper-based sensor from graphene quantum dots coated with a polymeric membrane for the determination of gold(iii) ions
15323,2-s2.0-85118763731,2,Methanol Adsorption on Vanadium Oxide Surfaces Observed by Ambient Pressure X-ray Photoelectron Spectroscopy
15324,2-s2.0-85118845316,5,Vaginal microbiota affects urinary tract infection risk in women with systemic lupus erythematosus: A pilot cross-sectional study from Thailand
15325,2-s2.0-85119833397,1,Remarkable diastereomeric effect on thermoresponsive behavior of polyurethane based on lysine and tartrate ester derivatives
15326,2-s2.0-85118729635,14,Presence of Candida tropicalis on Staphylococcus epidermidis Biofilms Facilitated Biofilm Production and Candida Dissemination: An Impact of Fungi on Bacterial Biofilms
15327,2-s2.0-85116601164,6,The birth of geometry in exponential random graphs
15328,2-s2.0-85118655546,1,Listeria monocytogenes 10403S Alternative Sigma-54 Factor σ<sup>L</sup> Has a Negative Role on Survival Ability Under Bile Exposure
15329,2-s2.0-85118645392,10,"Premature Senescence and Telomere Shortening Induced by Oxidative Stress From Oxalate, Calcium Oxalate Monohydrate, and Urine From Patients With Calcium Oxalate Nephrolithiasis"
15330,2-s2.0-85118607886,4,Novel Approach to Assess Cardiac Function Using Systolic Performance and Myocardial Performance Indices From Simultaneous Electrocardiography and Phonocardiography Recordings in Dogs With Various Stages of Myxomatous Mitral Valve Disease
15331,2-s2.0-85116945019,18,Resonant Hamiltonian systems and weakly nonlinear dynamics in AdS spacetimes
15332,2-s2.0-85119486748,3,Catalytic performance of acid catalysts for sorbitol dehydration to isosorbide
15333,2-s2.0-85118746586,2,Frequency of four-dimensional oral health problems across dental fields - A comparative survey of Slovenian and international dentists
15334,2-s2.0-85118492991,3,Structural properties of charged compact stars with color-flavor-locked quarks matter
15335,2-s2.0-85119889841,15,Polypyrrole nanoparticles embedded nitrogen-doped graphene composites as novel cathode for long life cycles and high-power zinc-ion hybrid supercapacitors
15336,2-s2.0-85118342524,1,Comparative Genomic Analysis and a Novel Set of Missense Mutation of the Leptospira weilii Serogroup Mini From the Urine of Asymptomatic Dogs in Thailand
15337,2-s2.0-85119493383,3,Improvement of Gut Diversity and Composition after Direct-Acting Antivirals in Hepatitis C Virus-Infected Patients with or without Human Immunodeficiency Virus Coinfection
15338,2-s2.0-85118314485,7,Accuracy of Flash Glucose Monitoring During Postprandial Rest and Different Walking Conditions in Overweight or Obese Young Adults
15339,2-s2.0-85118311286,23,Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management
15340,2-s2.0-85118202561,42,VOC Biomarker Monitoring for Diabetes through Exhaled Breath Using Ag/P-TiO<inf>2</inf>Composite Plasmonic Sensor
15341,2-s2.0-85117384873,10,Greybody factor for massive fermion emitted by a black hole in de Rham-Gabadadze-Tolley massive gravity theory
15342,2-s2.0-85114146104,7,Neuronal growth and synaptogenesis are inhibited by prenatal methamphetamine exposure leading to memory impairment in adolescent and adult mice
15343,2-s2.0-85109741376,45,Antibiotic resistant bacteria and genes in shrimp aquaculture water: Identification and removal by ferrate(VI)
15344,2-s2.0-85108195876,23,"Contamination of antibiotics and sul and tet(M) genes in veterinary wastewater, river, and coastal sea in Thailand"
15345,2-s2.0-85107978756,20,"Hydrogen adsorption on c-ZrO<inf>2</inf>(111), t-ZrO<inf>2</inf>(101), and m-ZrO<inf>2</inf>(111) surfaces and their oxygen-vacancy defect for hydrogen sensing and storage: A first-principles investigation"
15346,2-s2.0-85119189006,3,Mass ratio variance majority undersampling and minority oversampling technique for class imbalance
15347,2-s2.0-85118293327,1,"Editorial: Resistance and Tolerance in Food-Borne Pathogens: Mechanisms, Public Health Impact, and Control Measures"
15348,2-s2.0-85118265948,0,Case Report: Molecular and Pathological Investigations of Zoonotic Anatrichosoma Spp.-Induced Ulcerative Pododermatitis in a Domestic Cat in Thailand
15349,2-s2.0-85118199533,11,Molecular phylogeny reveals a new genus of freshwater mussels from the mekong river basin (Bivalvia: Unionidae)
15350,2-s2.0-85114623649,21,"Energy and exergy analyses of a hybrid system containing solid oxide and molten carbonate fuel cells, a gas turbine, and a compressed air energy storage unit"
15351,2-s2.0-85117119125,131,Acute kidney injury in patients treated with immune checkpoint inhibitors
15352,2-s2.0-85115344385,3,High seroprevalence of rubella in Thai children with a 2-dose MMR national immunization policy
15353,2-s2.0-85115216237,4,Nickel-Based Water-Soluble Metallopolymer for the Electrochemical Hydrogen Evolution Reaction in Neutral-pH Water
15354,2-s2.0-85105991675,2,Cross-sector collaboration and nonprofit boundary work for female workers in developing countries: evidence from Bangladesh
15355,2-s2.0-85119036528,1,Isolation of microvesicles from human circulating neutrophils
15356,2-s2.0-85116624627,31,Controllable Morphology of Sea-Urchin-like Nickel-Cobalt Carbonate Hydroxide as a Supercapacitor Electrode with Battery-like Behavior
15357,2-s2.0-85114053480,42,Recovery of Arenes from Polyethylene Terephthalate (PET) over a Co/TiO<inf>2</inf> Catalyst
15358,2-s2.0-85113809701,10,Strengthening and deformation mechanism of selective laser-melted high-concentration nitrogen solute α-Ti materials with heterogeneous microstructures via heat treatment
15359,2-s2.0-85109408418,11,"Promoting self-assembly and synthesis of color-responsive polydiacetylenes using mixed water-organic solvents: Effects of solvent composition, structure, and incubation temperature"
15360,2-s2.0-85110265287,68,Comparing performances of MICP bacterial vegetative cell and microencapsulated bacterial spore methods on concrete crack healing
15361,2-s2.0-85180266115,0,Anxiety for job application among undergraduate students at Faculty of Arts
15362,2-s2.0-85180265990,0,Usefulness of contrast-enhanced computed tomography for diagnosing hepatic steatosis
15363,2-s2.0-85180264751,0,"Malaria knowledge, prevention practices, and insecticide-treated net ownership and use among foreign migrants: A survey in four malaria transmission districts of Yala Province, Southern Thailand"
15364,2-s2.0-85180259711,0,Atypical presentations of alimentary tract duplications in children: two case reports
15365,2-s2.0-85180255843,0,School bullying behavior in attention-deficit hyperactivity disorder patients with and without comorbid autism spectrum disorder at King Chulalongkorn Memorial Hospital
