source,target,weight
Mali,Philippines,4
Mauritania,Venezuela,4
Lebanon,Sudan,4
Mali,Senegal,4
Lebanon,Tanzania,4
Lebanon,Togo,4
Mauritania,Tanzania,4
Mauritania,Switzerland,4
Tunisia,Uzbekistan,4
Tunisia,Venezuela,4
Mauritania,Sri Lanka,4
Mauritania,Slovakia,4
Hong Kong,State of Libya,4
Lebanon,Uruguay,4
Lebanon,Uzbekistan,4
Mauritania,Senegal,4
Mauritania,Romania,4
Lebanon,Yemen,4
Mali,Tanzania,4
Tanzania,Uzbekistan,4
Mali,Yemen,4
Mali,Zambia,4
Mauritania,Nepal,4
Mauritania,Mongolia,4
Malta,Tunisia,4
Malta,Slovakia,4
Maldives,Thailand,4
Hong Kong,Venezuela,4
Malawi,Serbia,4
Mauritania,Yemen,4
Malawi,Slovakia,4
Hong Kong,Kuwait,4
Hong Kong,Laos,4
Lebanon,Mauritania,4
Lithuania,Mozambique,4
Malawi,Slovenia,4
Lebanon,Montenegro,4
Lebanon,Morocco,4
Togo,Venezuela,4
Malawi,Sri Lanka,4
Malawi,Tanzania,4
Malawi,Tunisia,4
Malawi,Uzbekistan,4
Malawi,Zambia,4
Hong Kong,Mauritania,4
Mauritius,Singapore,4
Ukraine,Zimbabwe,4
Trinidad and Tobago,Viet Nam,4
Lebanon,Puerto Rico,4
Mauritius,Philippines,4
Lebanon,Rwanda,4
Mauritania,Zimbabwe,4
Tunisia,Tunisia,4
Lebanon,Sierra Leone,4
Lithuania,Lithuania,4
Hong Kong,Mozambique,4
Malaysia,Sierra Leone,4
Mauritania,Netherlands,4
Sierra Leone,Singapore,4
Kyrgyzstan,Norway,4
Papua New Guinea,Switzerland,4
Palestine,Qatar,4
Israel,Zimbabwe,4
Palestine,Sri Lanka,4
Palestine,Viet Nam,4
Panama,Paraguay,4
Panama,Romania,4
Panama,Yemen,4
Papua New Guinea,Russian Federation,4
Paraguay,Paraguay,4
Slovenia,Togo,4
Paraguay,Philippines,4
Paraguay,Senegal,4
Paraguay,Sudan,4
Israel,Kyrgyzstan,4
Israel,Kuwait,4
Paraguay,Taiwan,4
Ireland,Trinidad and Tobago,4
Ireland,Togo,4
Slovenia,Syrian Arab Republic,4
Slovenia,Yemen,4
Slovakia,Togo,4
North Macedonia,North Macedonia,4
Jamaica,North Macedonia,4
Jamaica,Mozambique,4
South Sudan,United States,4
South Sudan,United Kingdom,4
Jamaica,Mongolia,4
Jamaica,Malawi,4
Jamaica,Lebanon,4
Jamaica,Jordan,4
North Macedonia,Panama,4
Oman,Russian Federation,4
North Macedonia,Qatar,4
North Macedonia,Tanzania,4
North Macedonia,Tunisia,4
Somalia,Turkey,4
North Macedonia,Uzbekistan,4
North Macedonia,Zambia,4
Somalia,Sweden,4
Oman,Philippines,4
Indonesia,Luxembourg,4
Philippines,Syrian Arab Republic,4
Kyrgyzstan,Netherlands,4
Rwanda,Syrian Arab Republic,4
Iran,Swaziland,4
Russian Federation,Sierra Leone,4
Russian Federation,Swaziland,4
Russian Federation,Timor Leste,4
Iran,Papua New Guinea,4
Iran,Niger,4
Iran,Madagascar,4
Rwanda,Serbia,4
Senegal,Sri Lanka,4
Iran,Timor Leste,4
Sierra Leone,Yemen,4
Senegal,Uzbekistan,4
Senegal,Venezuela,4
Serbia,Togo,4
Serbia,Zimbabwe,4
Seychelles,Sweden,4
Seychelles,Turkey,4
Sierra Leone,Sri Lanka,4
Iran,Syrian Arab Republic,4
Romania,Venezuela,4
Philippines,Togo,4
Slovakia,State of Libya,4
Ireland,Myanmar,4
Ireland,Mauritania,4
Philippines,Uruguay,4
Poland,Rwanda,4
Poland,Togo,4
Poland,Trinidad and Tobago,4
Slovakia,Sudan,4
Poland,Zimbabwe,4
Indonesia,Malta,4
Romania,Syrian Arab Republic,4
Portugal,Syrian Arab Republic,4
Portugal,Togo,4
Puerto Rico,Slovenia,4
Qatar,Qatar,4
Qatar,Rwanda,4
Qatar,Syrian Arab Republic,4
Qatar,Viet Nam,4
Iraq,Macau,4
Jamaica,Qatar,4
Jamaica,Romania,4
Jamaica,Slovenia,4
Kazakhstan,Uruguay,4
Montenegro,Norway,4
Montenegro,Singapore,4
Kenya,Mali,4
Iceland,Sri Lanka,4
Morocco,Myanmar,4
Morocco,Nicaragua,4
Syrian Arab Republic,Uganda,4
Iceland,Trinidad and Tobago,4
Morocco,Togo,4
Mongolia,Tunisia,4
Iceland,Viet Nam,4
Mozambique,Myanmar,4
Mozambique,North Macedonia,4
Mozambique,Romania,4
Sweden,Zimbabwe,4
Mozambique,Taiwan,4
Kazakhstan,Qatar,4
Mozambique,Togo,4
Mongolia,Venezuela,4
Iceland,Philippines,4
Niger,South Korea,4
Kuwait,Nepal,4
Tanzania,Tunisia,4
Kyrgyzstan,Morocco,4
Hungary,Trinidad and Tobago,4
Moldova,Turkey,4
Taiwan,Venezuela,4
Mongolia,Mongolia,4
Mongolia,Morocco,4
Mongolia,Mozambique,4
Mongolia,Qatar,4
Iceland,Peru,4
Kenya,Sudan,4
Iceland,Nepal,4
Kenya,Sierra Leone,4
Syrian Arab Republic,Zambia,4
Syrian Arab Republic,Venezuela,4
Iceland,Oman,4
Iceland,Pakistan,4
Iceland,Palestine,4
Kazakhstan,North Macedonia,4
Jordan,Trinidad and Tobago,4
Jordan,Sri Lanka,4
Sri Lanka,Uruguay,4
State of Libya,Tunisia,4
Japan,Mali,4
State of Libya,Sudan,4
Sri Lanka,Yemen,4
New Zealand,Zimbabwe,4
Jamaica,Zambia,4
Nicaragua,Philippines,4
Sri Lanka,Venezuela,4
Nicaragua,Saudi Arabia,4
Jordan,Paraguay,4
Jamaica,United Arab Emirates,4
Sri Lanka,Trinidad and Tobago,4
Nicaragua,Ukraine,4
Nicaragua,Uruguay,4
Jamaica,Tunisia,4
Nicaragua,Zambia,4
Niger,Paraguay,4
Jamaica,Taiwan,4
Japan,Mauritania,4
Japan,Niger,4
State of Libya,Viet Nam,4
New Zealand,Nicaragua,4
Myanmar,Poland,4
Myanmar,Serbia,4
Myanmar,Slovakia,4
Jordan,Maldives,4
Jordan,Kuwait,4
Myanmar,Uzbekistan,4
Myanmar,Zambia,4
Namibia,Thailand,4
Namibia,United Kingdom,4
Nepal,Palestine,4
Nepal,Senegal,4
Japan,Syrian Arab Republic,4
Nepal,Tanzania,4
Sudan,United Arab Emirates,4
Netherlands,Niger,4
Japan,Somalia,4
Japan,Sierra Leone,4
Norway,State of Libya,4
Ethiopia,Lithuania,4
Ghana,Iceland,4
Czech Republic,Haiti,4
Armenia,Zambia,4
Czech Republic,El Salvador,4
Benin,Qatar,4
Aruba,Belgium,4
Benin,Paraguay,4
Czech Republic,Guatemala,4
Gambia,Thailand,4
Czech Republic,Niger,4
Czech Republic,Kyrgyzstan,4
Gambia,Spain,4
Aruba,Canada,4
Cape Verde,Croatia,4
Czech Republic,Myanmar,4
Benin,Mozambique,4
Armenia,Tunisia,4
Cyprus,Uruguay,4
Benin,Taiwan,4
Cape Verde,Dominican Republic,4
Congo,Denmark,4
Cyprus,Senegal,4
Armenia,Paraguay,4
Georgia,Mozambique,4
Cyprus,Nepal,4
Congo,Egypt,4
Benin,Uzbekistan,4
Cape Verde,Greece,4
Chad,Italy,4
Armenia,Myanmar,4
Benin,Zambia,4
Congo,Germany,4
Armenia,Mauritania,4
Czech Republic,Nicaragua,4
Aruba,Egypt,4
Chad,Egypt,4
Australia,Sierra Leone,4
Australia,Congo,4
Democratic Republic Congo,Myanmar,4
Canada,Moldova,4
Australia,Guinea-Bissau,4
Democratic Republic Congo,Panama,4
Australia,Seychelles,4
Australia,Somalia,4
Gambia,India,4
Canada,Madagascar,4
Gabon,Morocco,4
Benin,Estonia,4
Austria,Cuba,4
Democratic Republic Congo,State of Libya,4
Austria,Ethiopia,4
Gabon,Russian Federation,4
Benin,Iceland,4
Colombia,State of Libya,4
Benin,Kyrgyzstan,4
Canada,Papua New Guinea,4
Aruba,Turkey,4
Democratic Republic Congo,Kyrgyzstan,4
Colombia,Sudan,4
Aruba,South Korea,4
Democratic Republic Congo,Guinea,4
Canada,Swaziland,4
Canada,Timor Leste,4
Democratic Republic Congo,Estonia,4
Chad,Mexico,4
Democratic Republic Congo,El Salvador,4
Czech Republic,Zimbabwe,4
Cape Verde,Chile,4
Georgia,Tunisia,4
Georgia,Venezuela,4
Georgia,Yemen,4
Guatemala,New Zealand,4
Guatemala,Rwanda,4
Burundi,Germany,4
Cuba,Hong Kong,4
Bosnia and Herzegovina,Lebanon,4
Cape Verde,Qatar,4
Cape Verde,Poland,4
Angola,Russian Federation,4
Germany,Guinea-Bissau,4
Guatemala,Mozambique,4
Guatemala,Morocco,4
Cape Verde,Pakistan,4
Guatemala,Malaysia,4
Burundi,Iran,4
Cape Verde,New Zealand,4
Bosnia and Herzegovina,Morocco,4
Cuba,Greece,4
Bosnia and Herzegovina,Panama,4
Angola,Iran,4
Croatia,Venezuela,4
Guatemala,Ukraine,4
Angola,Canada,4
Guinea,Kenya,4
Cape Verde,Slovakia,4
Bosnia and Herzegovina,Uganda,4
Angola,Bangladesh,4
Cape Verde,Slovenia,4
Algeria,Uruguay,4
Guinea,Thailand,4
Algeria,United Arab Emirates,4
Algeria,Trinidad and Tobago,4
Algeria,Tanzania,4
Bosnia and Herzegovina,Bulgaria,4
Argentina,Congo,4
Bolivia,Yemen,4
Ghana,Mauritius,4
Germany,Honduras,4
Germany,Seychelles,4
Bhutan,United Kingdom,4
Cuba,Venezuela,4
Germany,Somalia,4
Cuba,Uzbekistan,4
Cape Verde,Ireland,4
Armenia,Jordan,4
Cuba,Tunisia,4
Bolivia,Cyprus,4
Bolivia,Finland,4
Bolivia,Guinea,4
Bolivia,Ireland,4
Cuba,Sri Lanka,4
Burundi,Portugal,4
Cuba,Mongolia,4
Cuba,Romania,4
Cuba,Qatar,4
Armenia,Cameroon,4
Bolivia,North Macedonia,4
Armenia,Botswana,4
Greece,Jamaica,4
Armenia,Bahrain,4
Argentina,Zimbabwe,4
Argentina,Somalia,4
Argentina,Seychelles,4
Cuba,Mozambique,4
Argentina,Laos,4
Argentina,Guinea-Bissau,4
Cuba,Morocco,4
Benin,Democratic Republic Congo,4
Austria,Kyrgyzstan,4
Austria,Malawi,4
Bahrain,Uganda,4
Bahrain,Peru,4
Egypt,Laos,4
China,Syrian Arab Republic,4
Bahrain,Sudan,4
Chile,El Salvador,4
Egypt,Moldova,4
Ethiopia,Latvia,4
Bahrain,Democratic Republic Congo,4
Egypt,Seychelles,4
Egypt,Somalia,4
Ethiopia,Kazakhstan,4
Bangladesh,Belize,4
Bangladesh,Botswana,4
Bangladesh,Burundi,4
Ethiopia,Myanmar,4
Ethiopia,Nicaragua,4
Ethiopia,Niger,4
Ethiopia,North Macedonia,4
Egypt,Guinea-Bissau,4
Egypt,El Salvador,4
Ethiopia,Sierra Leone,4
Ecuador,Togo,4
Ethiopia,Togo,4
Ecuador,Niger,4
Belize,Ireland,4
Ethiopia,Zimbabwe,4
Bahrain,Lithuania,4
Cambodia,Senegal,4
Belize,Italy,4
Bahrain,Jamaica,4
Ecuador,Haiti,4
Chile,Kyrgyzstan,4
Bangladesh,Cote d'Ivoire,4
Bangladesh,El Salvador,4
Bangladesh,State of Libya,4
El Salvador,Serbia,4
El Salvador,Ukraine,4
Belgium,Haiti,4
Cameroon,Malawi,4
Belarus,Lebanon,4
Belarus,Kazakhstan,4
Chile,Sierra Leone,4
Belgium,Nicaragua,4
Estonia,Jordan,4
El Salvador,Malaysia,4
Belgium,Togo,4
Chile,Niger,4
Bangladesh,Timor Leste,4
Bangladesh,Swaziland,4
Chile,Mauritius,4
Belize,Ecuador,4
Estonia,Nepal,4
Belize,China,4
Bangladesh,Papua New Guinea,4
Bangladesh,Niger,4
Cameroon,Dominican Republic,4
El Salvador,Japan,4
Bangladesh,Malta,4
Bangladesh,Madagascar,4
Estonia,Sudan,4
Cameroon,Cuba,4
Cameroon,Myanmar,4
China,Sierra Leone,4
Cameroon,Colombia,4
Belize,Dominican Republic,4
Ecuador,Guatemala,4
Dominican Republic,Viet Nam,4
Democratic Republic Congo,Togo,4
Colombia,Malta,4
Azerbaijan,Jamaica,4
Denmark,Seychelles,4
Belize,Uganda,4
Denmark,Somalia,4
Colombia,Mongolia,4
Belize,Syrian Arab Republic,4
Belize,Slovenia,4
Bahrain,Cuba,4
France,Haiti,4
France,Guatemala,4
Azerbaijan,Mongolia,4
Azerbaijan,Mozambique,4
Belize,Slovakia,4
Finland,Venezuela,4
Belize,Ukraine,4
Belize,Uzbekistan,4
Belize,Venezuela,4
Belize,Zambia,4
Denmark,Laos,4
Denmark,Kyrgyzstan,4
Cameroon,Togo,4
Azerbaijan,Bahrain,4
Cameroon,Zimbabwe,4
Denmark,Guinea-Bissau,4
Colombia,Rwanda,4
Benin,Colombia,4
Gabon,Iran,4
Austria,Paraguay,4
Gabon,Italy,4
Democratic Republic Congo,Venezuela,4
Canada,Fiji,4
Belize,Singapore,4
Azerbaijan,Nepal,4
Belize,Rwanda,4
Azerbaijan,United Arab Emirates,4
Bahrain,Costa Rica,4
Bahrain,Cape Verde,4
Colombia,Cuba,4
Dominican Republic,Tanzania,4
Dominican Republic,Syrian Arab Republic,4
Belize,Malaysia,4
Dominican Republic,Senegal,4
Bahrain,Bahrain,4
Fiji,Singapore,4
Azerbaijan,Zambia,4
Fiji,South Africa,4
Cambodia,New Zealand,4
Azerbaijan,Viet Nam,4
Belize,New Zealand,4
Dominican Republic,Oman,4
Cambodia,Mexico,4
Belize,Pakistan,4
Finland,Honduras,4
Finland,Kyrgyzstan,4
Azerbaijan,Puerto Rico,4
Belize,Peru,4
Azerbaijan,Philippines,4
Belize,Philippines,4
Finland,Mauritania,4
Finland,Mauritius,4
Dominican Republic,Mauritius,4
Cambodia,Mozambique,4
Belize,Portugal,4
Finland,Niger,4
Belize,Qatar,4
Croatia,Mozambique,4
El Salvador,Singapore,4
Algeria,Senegal,4
Botswana,Hong Kong,4
Brazil,El Salvador,4
Central African Republic,Israel,4
Albania,Uzbekistan,4
Brunei Darussalam,Saudi Arabia,4
Cote d'Ivoire,Senegal,4
Afghanistan,Morocco,4
Cote d'Ivoire,Poland,4
Haiti,Zambia,4
Afghanistan,Mozambique,4
Costa Rica,Ethiopia,4
Brunei Darussalam,South Africa,4
Cape Verde,Ukraine,4
Congo,Sweden,4
Albania,Qatar,4
Haiti,Ukraine,4
Costa Rica,Senegal,4
Albania,Nepal,4
Afghanistan,Poland,4
Botswana,Ireland,4
Brunei Darussalam,Mexico,4
Honduras,Italy,4
Guinea-Bissau,Turkey,4
Botswana,Democratic Republic Congo,4
Burkina Faso,Ireland,4
Botswana,Ecuador,4
Cote d'Ivoire,Ukraine,4
Cape Verde,Taiwan,4
Chad,Democratic Republic Congo,4
Algeria,Burkina Faso,4
Bulgaria,Cape Verde,4
Algeria,Belize,4
Algeria,Belarus,4
Costa Rica,Mozambique,4
Botswana,Ethiopia,4
Albania,Venezuela,4
Afghanistan,Ireland,4
Burkina Faso,Sri Lanka,4
Costa Rica,Nepal,4
Guinea-Bissau,Sweden,4
Burkina Faso,Slovenia,4
Afghanistan,Lebanon,4
Cape Verde,Thailand,4
Burkina Faso,Slovakia,4
Albania,Viet Nam,4
Afghanistan,Portugal,4
Albania,Mozambique,4
Afghanistan,Qatar,4
Central African Republic,Denmark,4
Albania,Colombia,4
Costa Rica,Uzbekistan,4
Central African Republic,Czech Republic,4
Cote d'Ivoire,Greece,4
Haiti,New Zealand,4
Costa Rica,Viet Nam,4
Central African Republic,Democratic Republic Congo,4
Brazil,Guinea-Bissau,4
Haiti,Mozambique,4
Burkina Faso,Morocco,4
Burkina Faso,Serbia,4
Haiti,Morocco,4
Albania,Belgium,4
Cote d'Ivoire,Ethiopia,4
Costa Rica,Zambia,4
Afghanistan,Venezuela,4
Afghanistan,Viet Nam,4
Cote d'Ivoire,Ecuador,4
Albania,Austria,4
Brazil,Congo,4
Brazil,Laos,4
Guyana,United Kingdom,4
Botswana,Saudi Arabia,4
Congo,Turkey,4
Albania,Mongolia,4
Albania,Mauritania,4
Brunei Darussalam,Germany,4
Albania,Lebanon,4
Afghanistan,Serbia,4
Burkina Faso,Lebanon,4
Haiti,Saudi Arabia,4
Brazil,Trinidad and Tobago,4
Albania,Jamaica,4
Albania,Hong Kong,4
Brazil,Somalia,4
Costa Rica,Tanzania,4
Albania,Georgia,4
Afghanistan,Slovakia,4
Afghanistan,Slovenia,4
Brazil,Seychelles,4
Central African Republic,Chile,4
Central African Republic,Uganda,4
Botswana,Paraguay,4
Botswana,Denmark,4
Afghanistan,Malaysia,4
Central African Republic,Finland,4
Afghanistan,Democratic Republic Congo,4
Burkina Faso,Tunisia,4
Algeria,Myanmar,4
Algeria,Cyprus,4
Algeria,Lithuania,4
Bulgaria,Zimbabwe,4
Afghanistan,Belgium,4
Costa Rica,Jamaica,4
Costa Rica,Kazakhstan,4
Central African Republic,Saudi Arabia,4
Botswana,Bulgaria,4
Burkina Faso,Uzbekistan,4
Burkina Faso,Taiwan,4
Afghanistan,Bulgaria,4
Bulgaria,Malta,4
Afghanistan,Cameroon,4
Croatia,Luxembourg,4
Botswana,Colombia,4
Burkina Faso,Democratic Republic Congo,4
Croatia,Cuba,4
Burkina Faso,Zambia,4
Central African Republic,Poland,4
Algeria,North Macedonia,4
Central African Republic,Portugal,4
Algeria,Cuba,4
Algeria,Kyrgyzstan,4
Croatia,Mauritania,4
Afghanistan,Ethiopia,4
Algeria,Costa Rica,4
Bulgaria,Venezuela,4
Afghanistan,Ecuador,4
Algeria,Lebanon,4
Bulgaria,Togo,4
Burkina Faso,Uruguay,4
Costa Rica,Cuba,3
Moldova,Switzerland,3
Brazil,Swaziland,3
Jamaica,Mauritania,3
Jamaica,Mali,3
Dominican Republic,Kyrgyzstan,3
El Salvador,Morocco,3
Palestine,Yemen,3
Brunei Darussalam,Finland,3
Colombia,Malawi,3
Dominican Republic,Kazakhstan,3
Dominican Republic,Jordan,3
Dominican Republic,Hungary,3
Cambodia,Mongolia,3
Dominican Republic,Nicaragua,3
Cambodia,Morocco,3
Jamaica,Myanmar,3
Cameroon,Haiti,3
Dominican Republic,Myanmar,3
Kyrgyzstan,Latvia,3
Burkina Faso,Lithuania,3
Brunei Darussalam,Egypt,3
Brunei Darussalam,Chile,3
Kyrgyzstan,Malawi,3
Belgium,Seychelles,3
Kuwait,Viet Nam,3
Dominican Republic,Nepal,3
Burkina Faso,Latvia,3
Brazil,Timor Leste,3
Paraguay,Togo,3
Costa Rica,Sudan,3
Jamaica,Nepal,3
Dominican Republic,Guatemala,3
El Salvador,Mozambique,3
Cameroon,Kyrgyzstan,3
Paraguay,Zimbabwe,3
El Salvador,Poland,3
Cameroon,Kazakhstan,3
Jamaica,Syrian Arab Republic,3
El Salvador,Portugal,3
Denmark,Niger,3
Jamaica,Tanzania,3
Denmark,Moldova,3
Burkina Faso,Mali,3
El Salvador,Romania,3
Denmark,Mali,3
Costa Rica,Venezuela,3
Belgium,Congo,3
Mongolia,Paraguay,3
Cambodia,Italy,3
Lithuania,Malta,3
Belgium,Botswana,3
Benin,Burkina Faso,3
Cambodia,Guinea,3
Brazil,Gabon,3
Myanmar,Venezuela,3
Israel,Somalia,3
Laos,New Zealand,3
Denmark,Sierra Leone,3
El Salvador,New Zealand,3
Burkina Faso,Croatia,3
Dominican Republic,Haiti,3
Paraguay,United Arab Emirates,3
Burkina Faso,Cameroon,3
Colombia,Jamaica,3
Burkina Faso,Cuba,3
Belgium,Mali,3
Brazil,Papua New Guinea,3
Burkina Faso,Malawi,3
Paraguay,Venezuela,3
Jamaica,Rwanda,3
Dominican Republic,Georgia,3
Kuwait,Sweden,3
Brazil,Madagascar,3
Dominican Republic,Estonia,3
Belgium,Laos,3
Costa Rica,Uruguay,3
Colombia,Mauritania,3
Laos,Mexico,3
Mongolia,North Macedonia,3
Belgium,Guinea-Bissau,3
El Salvador,Paraguay,3
Lebanon,State of Libya,3
Belgium,Somalia,3
Costa Rica,Malta,3
Panama,Slovakia,3
Jamaica,Lithuania,3
Myanmar,Syrian Arab Republic,3
Burkina Faso,Greece,3
Nepal,Uzbekistan,3
Burkina Faso,Jamaica,3
Burkina Faso,Jordan,3
Myanmar,Tanzania,3
Italy,Papua New Guinea,3
Bulgaria,Maldives,3
Nepal,Zambia,3
Egypt,Gabon,3
Paraguay,Qatar,3
Mexico,Somalia,3
Nepal,Zimbabwe,3
Italy,Madagascar,3
Ecuador,Zimbabwe,3
Cameroon,Costa Rica,3
Liberia,Singapore,3
Kyrgyzstan,Tunisia,3
Laos,South Africa,3
Liberia,Serbia,3
Cambodia,Sweden,3
Papua New Guinea,Uganda,3
Egypt,Honduras,3
Costa Rica,Malawi,3
Egypt,Sierra Leone,3
El Salvador,France,3
El Salvador,Finland,3
Papua New Guinea,Viet Nam,3
Egypt,Trinidad and Tobago,3
Egypt,Timor Leste,3
Kyrgyzstan,Sri Lanka,3
Egypt,Swaziland,3
Mexico,Seychelles,3
Bulgaria,Dominican Republic,3
Laos,Saudi Arabia,3
Costa Rica,Mongolia,3
Cameroon,Chad,3
Burkina Faso,Hong Kong,3
Egypt,Papua New Guinea,3
Nepal,State of Libya,3
Kyrgyzstan,Singapore,3
Egypt,Maldives,3
Kyrgyzstan,Serbia,3
Egypt,Madagascar,3
El Salvador,Ghana,3
Colombia,Cote d'Ivoire,3
Liberia,Poland,3
Bulgaria,Mozambique,3
Panama,State of Libya,3
Lebanon,Zimbabwe,3
Bulgaria,South Sudan,3
Brunei Darussalam,Nepal,3
China,Moldova,3
Kyrgyzstan,Mozambique,3
Nepal,Panama,3
Moldova,Portugal,3
Bulgaria,Tanzania,3
Myanmar,Romania,3
Moldova,Saudi Arabia,3
Costa Rica,Rwanda,3
Jamaica,Kuwait,3
Cameroon,Estonia,3
Cameroon,Gabon,3
Jamaica,Kyrgyzstan,3
Myanmar,Portugal,3
Jamaica,Latvia,3
Cameroon,Guatemala,3
Bulgaria,Trinidad and Tobago,3
Brunei Darussalam,Israel,3
Dominican Republic,Togo,3
Kyrgyzstan,New Zealand,3
El Salvador,Ireland,3
Italy,Swaziland,3
Ecuador,Mauritius,3
Kyrgyzstan,Ukraine,3
El Salvador,Israel,3
Brunei Darussalam,Serbia,3
Ecuador,Malta,3
Paraguay,Rwanda,3
Laos,South Korea,3
Panama,Viet Nam,3
Ecuador,Kyrgyzstan,3
Brunei Darussalam,Poland,3
Liberia,Mexico,3
Cambodia,Rwanda,3
Myanmar,Senegal,3
Ecuador,Gambia,3
Italy,Timor Leste,3
Liberia,Netherlands,3
Ecuador,El Salvador,3
Panama,Uganda,3
Myanmar,Rwanda,3
Bulgaria,Sierra Leone,3
Cameroon,Greece,3
Democratic Republic Congo,Papua New Guinea,3
Jamaica,Venezuela,3
Burundi,Switzerland,3
Nicaragua,Tunisia,3
Botswana,Estonia,3
Lebanon,Malawi,3
Kenya,Palestine,3
Congo,Israel,3
Bolivia,State of Libya,3
Cuba,North Macedonia,3
Cote d'Ivoire,Uganda,3
Morocco,Nepal,3
Morocco,Niger,3
Cuba,Nepal,3
Burundi,Mozambique,3
Bolivia,Tunisia,3
Burundi,Morocco,3
Nicaragua,Uzbekistan,3
Burundi,Mexico,3
Bosnia and Herzegovina,Botswana,3
Jordan,Zambia,3
Nicaragua,Venezuela,3
Cuba,Mauritania,3
North Macedonia,Rwanda,3
Bosnia and Herzegovina,Cameroon,3
Morocco,Papua New Guinea,3
Cuba,Malawi,3
North Macedonia,Paraguay,3
Burundi,Japan,3
North Macedonia,Palestine,3
Cuba,Paraguay,3
Jordan,Sudan,3
Montenegro,United Arab Emirates,3
Cuba,Togo,3
Cuba,Viet Nam,3
Bhutan,Switzerland,3
Cote d'Ivoire,South Korea,3
Cote d'Ivoire,Sri Lanka,3
Nicaragua,Slovenia,3
Bhutan,Viet Nam,3
Montenegro,Slovenia,3
Bolivia,Costa Rica,3
Nicaragua,Sri Lanka,3
Bolivia,Estonia,3
Congo,South Africa,3
El Salvador,Slovenia,3
Cuba,Tanzania,3
Bolivia,Morocco,3
Cuba,Syrian Arab Republic,3
Cuba,Sudan,3
Jordan,Rwanda,3
Nicaragua,Tanzania,3
Bolivia,Malawi,3
Bolivia,Mali,3
Jordan,Sierra Leone,3
Lebanon,Mali,3
Cuba,Senegal,3
Cuba,Rwanda,3
Burkina Faso,Sudan,3
North Macedonia,Venezuela,3
North Macedonia,Oman,3
Bosnia and Herzegovina,Democratic Republic Congo,3
Kazakhstan,Mauritania,3
Burkina Faso,Venezuela,3
Burundi,Czech Republic,3
Croatia,Togo,3
Morocco,Yemen,3
Bosnia and Herzegovina,Sudan,3
Niger,Sweden,3
Croatia,Syrian Arab Republic,3
Bosnia and Herzegovina,Syrian Arab Republic,3
Morocco,Zimbabwe,3
Kazakhstan,Sudan,3
Mozambique,Nepal,3
Burundi,Chile,3
Bosnia and Herzegovina,Trinidad and Tobago,3
Bosnia and Herzegovina,Tunisia,3
Bosnia and Herzegovina,Qatar,3
Kazakhstan,Zambia,3
Mozambique,Niger,3
Niger,Yemen,3
Croatia,Rwanda,3
Croatia,Mali,3
Bosnia and Herzegovina,Zambia,3
Mozambique,Panama,3
Croatia,Niger,3
Niger,Uganda,3
Bosnia and Herzegovina,Uzbekistan,3
Mozambique,Papua New Guinea,3
Croatia,Myanmar,3
Croatia,Zimbabwe,3
Burundi,Democratic Republic Congo,3
Cuba,Lithuania,3
Niger,Saudi Arabia,3
Bosnia and Herzegovina,Ethiopia,3
Burkina Faso,Tanzania,3
Kazakhstan,Mongolia,3
Bosnia and Herzegovina,Georgia,3
Kazakhstan,Morocco,3
Botswana,Cote d'Ivoire,3
Cuba,Latvia,3
Niger,Romania,3
Bosnia and Herzegovina,Hong Kong,3
Morocco,State of Libya,3
Morocco,Swaziland,3
Congo,Mexico,3
Cuba,Kazakhstan,3
Burundi,Denmark,3
Botswana,Cameroon,3
Cuba,Jordan,3
Cuba,Jamaica,3
Niger,Singapore,3
Congo,Saudi Arabia,3
Morocco,Timor Leste,3
Kazakhstan,Paraguay,3
Bosnia and Herzegovina,Mongolia,3
Niger,State of Libya,3
Bosnia and Herzegovina,Mozambique,3
Cuba,Georgia,3
Burundi,Egypt,3
Bhutan,Singapore,3
Congo,Ghana,3
Brazil,Burundi,3
Nicaragua,Slovakia,3
Botswana,Serbia,3
Burkina Faso,Qatar,3
Lebanon,Senegal,3
New Zealand,State of Libya,3
Benin,Latvia,3
Democratic Republic Congo,Madagascar,3
Democratic Republic Congo,Macau,3
Japan,Nicaragua,3
Latvia,Mongolia,3
Democratic Republic Congo,Honduras,3
Burkina Faso,Romania,3
Democratic Republic Congo,Haiti,3
Benin,Lebanon,3
Botswana,New Zealand,3
Cote d'Ivoire,Ireland,3
Democratic Republic Congo,Guatemala,3
Democratic Republic Congo,Gabon,3
Benin,Lithuania,3
Mozambique,Timor Leste,3
Kenya,Zimbabwe,3
Botswana,Nepal,3
Czech Republic,Trinidad and Tobago,3
Kenya,Yemen,3
Czech Republic,Timor Leste,3
Mongolia,Syrian Arab Republic,3
Czech Republic,Swaziland,3
Cambodia,Cote d'Ivoire,3
Democratic Republic Congo,Nicaragua,3
Cambodia,Czech Republic,3
Kuwait,Myanmar,3
Japan,Liberia,3
Botswana,Zambia,3
Benin,Costa Rica,3
Burkina Faso,Mongolia,3
Denmark,El Salvador,3
Cote d'Ivoire,Estonia,3
Democratic Republic Congo,Uruguay,3
Democratic Republic Congo,United Arab Emirates,3
Benin,Cuba,3
Democratic Republic Congo,Timor Leste,3
Cote d'Ivoire,France,3
New Zealand,Panama,3
Mozambique,Zimbabwe,3
Democratic Republic Congo,Swaziland,3
Democratic Republic Congo,Niger,3
