Eid,Funding Count,Cite-By Count,Has Funding,Has Cite-By
2-s2.0-85114624026,102,30,1,1
2-s2.0-85120501195,6,3,1,1
2-s2.0-85121529735,2,2,1,1
2-s2.0-85105771436,0,8,0,1
2-s2.0-85116059634,4,2,1,1
2-s2.0-85103136157,5,1,1,1
2-s2.0-85100221029,2,13,1,1
2-s2.0-85109125980,4,17,1,1
2-s2.0-85100472439,0,1,0,1
2-s2.0-85111558722,4,2,1,1
2-s2.0-85100989503,5,7,1,1
2-s2.0-85114225244,0,0,0,0
2-s2.0-85102120752,2,7,1,1
2-s2.0-85120955281,0,0,0,0
2-s2.0-85099042992,3,11,1,1
2-s2.0-85108570839,0,14,0,1
2-s2.0-85101722929,5,7,1,1
2-s2.0-85118422556,0,0,0,0
2-s2.0-85094193162,0,1,0,1
2-s2.0-85102015893,3,1,1,1
2-s2.0-85106540645,0,2,0,1
2-s2.0-85101357290,0,3,0,1
2-s2.0-85123539153,5,0,1,0
2-s2.0-85121150916,0,1,0,1
2-s2.0-85121719004,0,23,0,1
2-s2.0-85112769034,9,0,1,0
2-s2.0-85113968211,0,0,0,0
2-s2.0-85093510416,0,11,0,1
2-s2.0-85118614616,3,1,1,1
2-s2.0-85107405667,8,11,1,1
2-s2.0-85104484631,0,8,0,1
2-s2.0-85108068840,5,3,1,1
2-s2.0-85112048315,6,10,1,1
2-s2.0-85102201123,0,4,0,1
2-s2.0-85121466933,4,2,1,1
2-s2.0-85119607780,5,5,1,1
2-s2.0-85101518068,0,0,0,0
2-s2.0-85100154218,0,1,0,1
2-s2.0-85121566871,5,0,1,0
2-s2.0-85101924958,3,16,1,1
2-s2.0-85133683031,0,0,0,0
2-s2.0-85123737632,1,0,1,0
2-s2.0-85110538928,4,5,1,1
2-s2.0-85105725903,9,0,1,0
2-s2.0-85102277735,0,4,0,1
2-s2.0-85117951808,6,3,1,1
2-s2.0-85100016526,7,31,1,1
2-s2.0-85118722061,2,3,1,1
2-s2.0-85118266598,3,27,1,1
2-s2.0-85112353752,0,1,0,1
2-s2.0-85112664121,2,1,1,1
2-s2.0-85116275758,3,6,1,1
2-s2.0-85121614730,5,25,1,1
2-s2.0-85125712161,0,0,0,0
2-s2.0-85124957575,5,0,1,0
2-s2.0-85107870935,0,5,0,1
2-s2.0-85102867761,2,8,1,1
2-s2.0-85112436394,0,1,0,1
2-s2.0-85104665934,4,1,1,1
2-s2.0-85099113470,0,0,0,0
2-s2.0-85105267307,6,4,1,1
2-s2.0-85116706101,4,0,1,0
2-s2.0-85105289799,4,56,1,1
2-s2.0-85103477702,2,0,1,0
2-s2.0-85118686925,0,2,0,1
2-s2.0-85101810675,0,63,0,1
2-s2.0-85099957102,2,123,1,1
2-s2.0-85107083407,3,11,1,1
2-s2.0-85098470470,7,0,1,0
2-s2.0-85104912021,0,0,0,0
2-s2.0-85096177501,6,1,1,1
2-s2.0-85117338933,0,1,0,1
2-s2.0-85105113535,2,1,1,1
2-s2.0-85125075232,0,0,0,0
2-s2.0-85111858963,2,4,1,1
2-s2.0-85120653395,4,22,1,1
2-s2.0-85116075832,3,9,1,1
2-s2.0-85117034955,6,34,1,1
2-s2.0-85100384379,4,4,1,1
2-s2.0-85103039555,4,9,1,1
2-s2.0-85080926253,4,7,1,1
2-s2.0-85109495871,0,19,0,1
2-s2.0-85114053364,2,5,1,1
2-s2.0-85108324850,2,1,1,1
2-s2.0-85099810970,2,26,1,1
2-s2.0-85119654611,6,14,1,1
2-s2.0-85105599444,12,19,1,1
2-s2.0-85099692948,0,34,0,1
2-s2.0-85118275963,5,1,1,1
2-s2.0-85113210875,0,0,0,0
2-s2.0-85116363758,5,6,1,1
2-s2.0-85112838235,0,0,0,0
2-s2.0-85107938415,5,2,1,1
2-s2.0-85106810447,0,4,0,1
2-s2.0-85117299025,5,0,1,0
2-s2.0-85124421019,3,4,1,1
2-s2.0-85113563012,6,1,1,1
2-s2.0-85114513905,0,1,0,1
2-s2.0-85108373943,2,9,1,1
2-s2.0-85102649507,2,12,1,1
2-s2.0-85109111521,0,9,0,1
2-s2.0-85107749220,2,3,1,1
2-s2.0-85115451536,6,1,1,1
2-s2.0-85107469682,2,4,1,1
2-s2.0-85136959986,7,2,1,1
2-s2.0-85098587894,0,70,0,1
2-s2.0-85106598283,5,7,1,1
2-s2.0-85104762838,4,2,1,1
2-s2.0-85099278473,5,3,1,1
2-s2.0-85120796521,5,1,1,1
2-s2.0-85106567452,2,1,1,1
2-s2.0-85100766378,0,2,0,1
2-s2.0-85103071923,4,6,1,1
2-s2.0-85128118888,0,0,0,0
2-s2.0-85108334784,2,8,1,1
2-s2.0-85092147337,2,26,1,1
2-s2.0-85092714986,5,9,1,1
2-s2.0-85111644065,7,4,1,1
2-s2.0-85099824904,6,12,1,1
2-s2.0-85110617298,5,3,1,1
2-s2.0-85118504456,3,5,1,1
2-s2.0-85100833731,2,4,1,1
2-s2.0-85116661735,2,7,1,1
2-s2.0-85114053480,3,18,1,1
2-s2.0-85118492991,4,0,1,0
2-s2.0-85105836098,5,3,1,1
2-s2.0-85112568394,4,7,1,1
2-s2.0-85112301438,2,2,1,1
2-s2.0-85111025787,3,6,1,1
2-s2.0-85111240487,5,3,1,1
2-s2.0-85107555192,3,1,1,1
2-s2.0-85102862711,2,73,1,1
2-s2.0-85099277606,4,12,1,1
2-s2.0-85100270627,1,0,1,0
2-s2.0-85081934762,0,19,0,1
2-s2.0-85112735447,6,2,1,1
2-s2.0-85117510252,3,5,1,1
2-s2.0-85096199957,5,9,1,1
2-s2.0-85089289964,0,8,0,1
2-s2.0-85109406726,5,3,1,1
2-s2.0-85087710010,3,1,1,1
2-s2.0-85103048314,6,5,1,1
2-s2.0-85115664663,4,5,1,1
2-s2.0-85105169345,0,3,0,1
2-s2.0-85094959621,0,1,0,1
2-s2.0-85118786481,2,0,1,0
2-s2.0-85096759809,2,6,1,1
2-s2.0-85105164646,5,17,1,1
2-s2.0-85103770896,4,14,1,1
2-s2.0-85126401020,0,1,0,1
2-s2.0-85120573522,5,0,1,0
2-s2.0-85079857435,3,17,1,1
2-s2.0-85111895517,6,8,1,1
2-s2.0-85112057474,11,2,1,1
2-s2.0-85105352118,2,21,1,1
2-s2.0-85120828437,0,0,0,0
2-s2.0-85086343902,2,7,1,1
2-s2.0-85113330440,0,0,0,0
2-s2.0-85110178964,0,4,0,1
2-s2.0-85099969383,2,2,1,1
2-s2.0-85078894852,0,3,0,1
2-s2.0-85124337307,0,1,0,1
2-s2.0-85100983995,2,0,1,0
2-s2.0-85125622012,0,3,0,1
2-s2.0-85125147751,2,10,1,1
2-s2.0-85103002619,0,0,0,0
2-s2.0-85097807060,2,2,1,1
2-s2.0-85110226693,5,11,1,1
2-s2.0-85088808413,4,3,1,1
2-s2.0-85095937307,3,22,1,1
2-s2.0-85128197549,0,0,0,0
2-s2.0-85110614416,0,0,0,0
2-s2.0-85107273370,2,7,1,1
2-s2.0-85097583394,3,39,1,1
2-s2.0-85115333738,2,5,1,1
2-s2.0-85107357237,5,1,1,1
2-s2.0-85118562735,4,20,1,1
2-s2.0-85107939064,0,1,0,1
2-s2.0-85105146040,0,1,0,1
2-s2.0-85108648420,5,76,1,1
2-s2.0-85114640979,0,0,0,0
2-s2.0-85111688920,8,9,1,1
2-s2.0-85099468254,2,57,1,1
2-s2.0-85106245139,2,1,1,1
2-s2.0-85128101350,0,0,0,0
2-s2.0-85107601425,4,0,1,0
2-s2.0-85098880282,2,6,1,1
2-s2.0-85133663800,0,0,0,0
2-s2.0-85115131074,0,4,0,1
2-s2.0-85092897875,0,0,0,0
2-s2.0-85090165699,3,8,1,1
2-s2.0-85129485225,5,1,1,1
2-s2.0-85108109602,0,0,0,0
2-s2.0-85101597870,4,36,1,1
2-s2.0-85100957769,0,0,0,0
2-s2.0-85103862210,3,9,1,1
2-s2.0-85099214806,1,3,1,1
2-s2.0-85100826405,6,9,1,1
2-s2.0-85111505437,0,5,0,1
2-s2.0-85114385875,3,10,1,1
2-s2.0-85091065274,3,2,1,1
2-s2.0-85086435351,3,13,1,1
2-s2.0-85114434046,3,6,1,1
2-s2.0-85114385755,2,14,1,1
2-s2.0-85107888917,5,2,1,1
2-s2.0-85116345185,3,9,1,1
2-s2.0-85100526322,14,4,1,1
2-s2.0-85108981381,20,9,1,1
2-s2.0-85099899114,0,1,0,1
2-s2.0-85100092976,2,6,1,1
2-s2.0-85103257855,0,1,0,1
2-s2.0-85119515286,3,1,1,1
2-s2.0-85114025173,2,16,1,1
2-s2.0-85105875685,5,4,1,1
2-s2.0-85111157455,7,11,1,1
2-s2.0-85114020692,8,9,1,1
2-s2.0-85104047907,5,7,1,1
2-s2.0-85113324807,5,0,1,0
2-s2.0-85106900232,6,4,1,1
2-s2.0-85104588310,0,4,0,1
2-s2.0-85104445577,0,7,0,1
2-s2.0-85098290369,0,9,0,1
2-s2.0-85105247932,2,2,1,1
2-s2.0-85117161226,0,1,0,1
2-s2.0-85101384229,2,15,1,1
2-s2.0-85089402899,0,1,0,1
2-s2.0-85119383716,5,11,1,1
2-s2.0-85118301464,2,0,1,0
2-s2.0-85106601584,3,14,1,1
2-s2.0-85104610241,3,17,1,1
2-s2.0-85116389722,5,10,1,1
2-s2.0-85125179348,0,0,0,0
2-s2.0-85096646241,0,32,0,1
2-s2.0-85118353292,2,0,1,0
2-s2.0-85094924306,1,10,1,1
2-s2.0-85108407029,6,1,1,1
2-s2.0-85102450770,0,2,0,1
2-s2.0-85102513854,0,5,0,1
2-s2.0-85103385478,6,7,1,1
2-s2.0-85102423402,5,19,1,1
2-s2.0-85123646568,0,2,0,1
2-s2.0-85119931272,6,4,1,1
2-s2.0-85107343515,5,60,1,1
2-s2.0-85092255014,3,12,1,1
2-s2.0-85112255237,0,8,0,1
2-s2.0-85099835244,0,1,0,1
2-s2.0-85146201402,0,1,0,1
2-s2.0-85116493633,0,1,0,1
2-s2.0-85108722100,0,14,0,1
2-s2.0-85110043301,2,13,1,1
2-s2.0-85102313796,5,16,1,1
2-s2.0-85110299405,2,8,1,1
2-s2.0-85115032102,2,8,1,1
2-s2.0-85122885245,2,2,1,1
2-s2.0-85115146426,6,0,1,0
2-s2.0-85112351863,100,13,1,1
2-s2.0-85101545748,0,0,0,0
2-s2.0-85110178127,0,0,0,0
2-s2.0-85092557487,0,2,0,1
2-s2.0-85117824821,4,2,1,1
2-s2.0-85095754493,3,16,1,1
2-s2.0-85119277293,6,0,1,0
2-s2.0-85122588535,0,2,0,1
2-s2.0-85102090799,4,0,1,0
2-s2.0-85104727494,5,5,1,1
2-s2.0-85116618891,4,5,1,1
2-s2.0-85102883785,2,1,1,1
2-s2.0-85109300749,2,0,1,0
2-s2.0-85097209563,0,0,0,0
2-s2.0-85096191087,0,19,0,1
2-s2.0-85103612395,0,3,0,1
2-s2.0-85116996984,2,8,1,1
2-s2.0-85150581442,0,0,0,0
2-s2.0-85104897555,3,2,1,1
2-s2.0-85099326569,5,6,1,1
2-s2.0-85111760262,3,0,1,0
2-s2.0-85103783559,4,6,1,1
2-s2.0-85102385781,5,8,1,1
2-s2.0-85108244027,5,66,1,1
2-s2.0-85123733643,6,1,1,1
2-s2.0-85120696092,0,0,0,0
2-s2.0-85110751606,3,10,1,1
2-s2.0-85123002433,2,0,1,0
2-s2.0-85114912002,6,5,1,1
2-s2.0-85109768169,15,11,1,1
2-s2.0-85101296874,4,9,1,1
2-s2.0-85111961682,5,14,1,1
2-s2.0-85108349480,6,4,1,1
2-s2.0-85118841358,4,4,1,1
2-s2.0-85118451031,0,0,0,0
2-s2.0-85098464470,2,22,1,1
2-s2.0-85118127451,0,1,0,1
2-s2.0-85091898440,2,15,1,1
2-s2.0-85081988764,3,12,1,1
2-s2.0-85105594057,5,8,1,1
2-s2.0-85110745197,5,15,1,1
2-s2.0-85101283686,0,1,0,1
2-s2.0-85123596931,6,1,1,1
2-s2.0-85114677878,78,5,1,1
2-s2.0-85100822625,0,0,0,0
2-s2.0-85116879092,0,1,0,1
2-s2.0-85091267537,4,17,1,1
2-s2.0-85116459753,4,3,1,1
2-s2.0-85110587632,2,4,1,1
2-s2.0-85099107726,1,15,1,1
2-s2.0-85098879690,2,7,1,1
2-s2.0-85104275795,3,16,1,1
2-s2.0-85106195498,2,5,1,1
2-s2.0-85119907690,3,10,1,1
2-s2.0-85097399406,6,43,1,1
2-s2.0-85099619076,2,2,1,1
2-s2.0-85100936786,6,18,1,1
2-s2.0-85116413521,2,0,1,0
2-s2.0-85109711033,5,4,1,1
2-s2.0-85113937886,0,3,0,1
2-s2.0-85104181575,0,4,0,1
2-s2.0-85124007135,5,1,1,1
2-s2.0-85107198511,2,5,1,1
2-s2.0-85113461195,3,5,1,1
2-s2.0-85104534956,0,4,0,1
2-s2.0-85114232002,0,8,0,1
2-s2.0-85111159445,3,9,1,1
2-s2.0-85116558134,2,6,1,1
2-s2.0-85105553182,0,0,0,0
2-s2.0-85117538571,2,11,1,1
2-s2.0-85119142918,6,3,1,1
2-s2.0-85102597293,0,2,0,1
2-s2.0-85117703305,2,10,1,1
2-s2.0-85098656968,6,5,1,1
2-s2.0-85099351842,2,3,1,1
2-s2.0-85106363377,6,0,1,0
2-s2.0-85120955008,0,10,0,1
2-s2.0-85098658975,6,294,1,1
2-s2.0-85104868506,0,0,0,0
2-s2.0-85107925975,3,3,1,1
2-s2.0-85108645886,2,1,1,1
2-s2.0-85107147899,3,5,1,1
2-s2.0-85098232848,6,36,1,1
2-s2.0-85107767159,7,0,1,0
2-s2.0-85115222751,2,2,1,1
2-s2.0-85122707686,2,1,1,1
2-s2.0-85100062986,3,20,1,1
2-s2.0-85113617491,2,6,1,1
2-s2.0-85128707081,3,0,1,0
2-s2.0-85097074032,5,2,1,1
2-s2.0-85122182316,0,1,0,1
2-s2.0-85120458831,5,0,1,0
2-s2.0-85105489976,2,1,1,1
2-s2.0-85124498583,2,10,1,1
2-s2.0-85116454366,102,9,1,1
2-s2.0-85111356662,5,1,1,1
2-s2.0-85106907639,2,4,1,1
2-s2.0-85107624883,2,18,1,1
2-s2.0-85115750146,7,2,1,1
2-s2.0-85102714539,5,13,1,1
2-s2.0-85107131824,6,4,1,1
2-s2.0-85117919378,2,0,1,0
2-s2.0-85104343880,3,14,1,1
2-s2.0-85104069418,4,1,1,1
2-s2.0-85076932395,0,2,0,1
2-s2.0-85114336090,6,1,1,1
2-s2.0-85103662149,0,16,0,1
2-s2.0-85101668172,0,0,0,0
2-s2.0-85122510911,2,0,1,0
2-s2.0-85115348501,0,0,0,0
2-s2.0-85102682432,0,5,0,1
2-s2.0-85102271073,2,8,1,1
2-s2.0-85089888904,6,6,1,1
2-s2.0-85083564730,7,18,1,1
2-s2.0-85115883855,4,0,1,0
2-s2.0-85110112593,2,9,1,1
2-s2.0-85100761273,5,3,1,1
2-s2.0-85113543856,2,6,1,1
2-s2.0-85127811920,0,4,0,1
2-s2.0-85116933583,2,5,1,1
2-s2.0-85111712984,2,0,1,0
2-s2.0-85121286428,0,0,0,0
2-s2.0-85113226290,0,16,0,1
2-s2.0-85111946546,4,7,1,1
2-s2.0-85089107255,3,7,1,1
2-s2.0-85117755487,2,5,1,1
2-s2.0-85104944270,3,3,1,1
2-s2.0-85115216237,5,2,1,1
2-s2.0-85103913210,2,1,1,1
2-s2.0-85117835446,2,1,1,1
2-s2.0-85098645973,4,15,1,1
2-s2.0-85111032783,2,0,1,0
2-s2.0-85105551811,2,1,1,1
2-s2.0-85125966609,0,0,0,0
2-s2.0-85103787598,5,9,1,1
2-s2.0-85119968735,9,3,1,1
2-s2.0-85112292179,5,11,1,1
2-s2.0-85103303047,0,1,0,1
2-s2.0-85100841647,0,42,0,1
2-s2.0-85105598545,1,6,1,1
2-s2.0-85115259666,0,2,0,1
2-s2.0-85145242195,0,0,0,0
2-s2.0-85115739327,4,1,1,1
2-s2.0-85105243789,2,15,1,1
2-s2.0-85101351343,3,9,1,1
2-s2.0-85117015140,2,1,1,1
2-s2.0-85099931106,0,1,0,1
2-s2.0-85110377771,3,58,1,1
2-s2.0-85114663711,2,3,1,1
2-s2.0-85079448097,2,0,1,0
2-s2.0-85100109069,2,2,1,1
2-s2.0-85112809969,0,1,0,1
2-s2.0-85092555040,2,2,1,1
2-s2.0-85111785101,0,4,0,1
2-s2.0-85117300215,0,4,0,1
2-s2.0-85112144849,6,1,1,1
2-s2.0-85113317900,4,3,1,1
2-s2.0-85121040064,0,1,0,1
2-s2.0-85106183437,5,1,1,1
2-s2.0-85120155745,2,13,1,1
2-s2.0-85116000039,0,0,0,0
2-s2.0-85126776856,0,1,0,1
2-s2.0-85103321873,4,18,1,1
2-s2.0-85105265577,9,4,1,1
2-s2.0-85110493153,0,11,0,1
2-s2.0-85097501941,0,1,0,1
2-s2.0-85118558833,0,4,0,1
2-s2.0-85122639754,0,0,0,0
2-s2.0-85115298414,3,9,1,1
2-s2.0-85103663352,0,2,0,1
2-s2.0-85117384873,10,7,1,1
2-s2.0-85114024559,2,33,1,1
2-s2.0-85100642502,3,1,1,1
2-s2.0-85103833729,2,10,1,1
2-s2.0-85107715906,3,8,1,1
2-s2.0-85120817378,4,2,1,1
2-s2.0-85103682156,0,2,0,1
2-s2.0-85109391821,0,1,0,1
2-s2.0-85106315159,2,23,1,1
2-s2.0-85111249694,5,5,1,1
2-s2.0-85107736849,0,1,0,1
2-s2.0-85104365119,2,1,1,1
2-s2.0-85122185934,6,1,1,1
2-s2.0-85099853210,3,0,1,0
2-s2.0-85105351951,2,30,1,1
2-s2.0-85130630473,2,0,1,0
2-s2.0-85122205799,0,0,0,0
2-s2.0-85097767699,0,9,0,1
2-s2.0-85128014265,0,0,0,0
2-s2.0-85113729110,0,3,0,1
2-s2.0-85085289440,0,4,0,1
2-s2.0-85132914554,5,0,1,0
2-s2.0-85087673437,0,24,0,1
2-s2.0-85102317343,2,107,1,1
2-s2.0-85107453265,0,8,0,1
2-s2.0-85076879437,3,10,1,1
2-s2.0-85107487139,0,0,0,0
2-s2.0-85110722319,3,1,1,1
2-s2.0-85124207468,1,1,1,1
2-s2.0-85102741071,5,1,1,1
2-s2.0-85116418124,0,2,0,1
2-s2.0-85121704847,1,0,1,0
2-s2.0-85100382982,5,6,1,1
2-s2.0-85112798736,0,0,0,0
2-s2.0-85113903667,6,6,1,1
2-s2.0-85107848973,2,21,1,1
2-s2.0-85037632624,0,9,0,1
2-s2.0-85107329326,2,3,1,1
2-s2.0-85105118017,4,15,1,1
2-s2.0-85107432264,5,3,1,1
2-s2.0-85077615916,2,11,1,1
2-s2.0-85107482302,1,1,1,1
2-s2.0-85110728236,5,16,1,1
2-s2.0-85124104204,6,3,1,1
2-s2.0-85102741252,5,0,1,0
2-s2.0-85116357288,0,4,0,1
2-s2.0-85121763706,2,1,1,1
2-s2.0-85100312666,0,4,0,1
2-s2.0-85112802995,0,0,0,0
2-s2.0-85114094922,3,5,1,1
2-s2.0-85107855690,2,8,1,1
2-s2.0-85105520120,0,0,0,0
2-s2.0-85109428332,6,35,1,1
2-s2.0-85106401918,5,4,1,1
2-s2.0-85111352325,0,1,0,1
2-s2.0-85107662331,2,0,1,0
2-s2.0-85104260161,3,4,1,1
2-s2.0-85120409484,9,145,1,1
2-s2.0-85099861962,5,17,1,1
2-s2.0-85105335831,2,6,1,1
2-s2.0-85132870983,0,3,0,1
2-s2.0-85122206262,0,2,0,1
2-s2.0-85097951150,0,4,0,1
2-s2.0-85128039914,0,1,0,1
2-s2.0-85113693106,2,6,1,1
2-s2.0-85112386961,0,2,0,1
2-s2.0-85088936420,3,2,1,1
2-s2.0-85132166416,0,0,0,0
2-s2.0-85126979948,1,1,1,1
2-s2.0-85118287672,0,0,0,0
2-s2.0-85105285590,0,0,0,0
2-s2.0-85102658665,3,10,1,1
2-s2.0-85110289471,6,16,1,1
2-s2.0-85118587751,2,7,1,1
2-s2.0-85097336061,2,2,1,1
2-s2.0-85115344544,3,3,1,1
2-s2.0-85122633464,0,1,0,1
2-s2.0-85103690366,2,4,1,1
2-s2.0-85118202561,2,30,1,1
2-s2.0-85113928620,2,13,1,1
2-s2.0-85100674818,0,3,0,1
2-s2.0-85103863148,0,7,0,1
2-s2.0-85112451281,8,5,1,1
2-s2.0-85120804654,0,0,0,0
2-s2.0-85103680604,2,1,1,1
2-s2.0-85114201178,0,13,0,1
2-s2.0-85121669392,4,11,1,1
2-s2.0-85106050020,4,9,1,1
2-s2.0-85116115731,0,1,0,1
2-s2.0-85101462852,3,48,1,1
2-s2.0-85110356902,0,4,0,1
2-s2.0-85099934299,2,6,1,1
2-s2.0-85114394089,6,5,1,1
2-s2.0-85079637643,2,8,1,1
2-s2.0-85100350018,2,21,1,1
2-s2.0-85091359823,4,2,1,1
2-s2.0-85112823561,5,1,1,1
2-s2.0-85112495431,5,3,1,1
2-s2.0-85117313796,2,3,1,1
2-s2.0-85112132738,0,0,0,0
2-s2.0-85113421042,2,4,1,1
2-s2.0-85121006777,3,1,1,1
2-s2.0-85106517857,5,0,1,0
2-s2.0-85090868297,12,6,1,1
2-s2.0-85115344385,2,2,1,1
2-s2.0-85103936690,6,6,1,1
2-s2.0-85117230501,4,1,1,1
2-s2.0-85098634066,6,9,1,1
2-s2.0-85110795155,2,8,1,1
2-s2.0-85105554951,3,0,1,0
2-s2.0-85125995029,0,2,0,1
2-s2.0-85103766528,1,0,1,0
2-s2.0-85119934870,3,0,1,0
2-s2.0-85112292174,0,6,0,1
2-s2.0-85103306546,5,11,1,1
2-s2.0-85100874236,5,0,1,0
2-s2.0-85105537885,8,12,1,1
2-s2.0-85115215991,8,15,1,1
2-s2.0-85101044056,4,12,1,1
2-s2.0-85091928099,7,23,1,1
2-s2.0-85083654590,6,2,1,1
2-s2.0-85115870765,4,5,1,1
2-s2.0-85110109354,0,7,0,1
2-s2.0-85100801364,6,203,1,1
2-s2.0-85107603024,1,2,1,1
2-s2.0-85127926459,0,0,0,0
2-s2.0-85113780836,3,2,1,1
2-s2.0-85112412454,5,0,1,0
2-s2.0-85121267777,7,1,1,1
2-s2.0-85111394965,5,7,1,1
2-s2.0-85111862199,2,0,1,0
2-s2.0-85117879708,5,1,1,1
2-s2.0-85106192234,0,0,0,0
2-s2.0-85108345059,2,12,1,1
2-s2.0-85116758965,0,4,0,1
2-s2.0-85124484774,0,0,0,0
2-s2.0-85111398522,0,1,0,1
2-s2.0-85107745526,0,0,0,0
2-s2.0-85106878920,2,5,1,1
2-s2.0-85102311275,1,0,1,0
2-s2.0-85115726275,5,0,1,0
2-s2.0-85106992235,3,3,1,1
2-s2.0-85106713467,1,1,1,1
2-s2.0-85117912330,3,11,1,1
2-s2.0-85103992411,2,0,1,0
2-s2.0-85076415159,0,12,0,1
2-s2.0-85114360086,1,1,1,1
2-s2.0-85104631903,9,7,1,1
2-s2.0-85101517212,1,1,1,1
2-s2.0-85122568358,5,2,1,1
2-s2.0-85115347026,6,1,1,1
2-s2.0-85102688153,4,1,1,1
2-s2.0-85099395974,4,30,1,1
2-s2.0-85120828024,0,0,0,0
2-s2.0-85106507416,0,1,0,1
2-s2.0-85104856703,0,0,0,0
2-s2.0-85098717176,2,0,1,0
2-s2.0-85107925142,2,3,1,1
2-s2.0-85108786305,3,4,1,1
2-s2.0-85098206419,3,12,1,1
2-s2.0-85107251618,0,1,0,1
2-s2.0-85115219642,8,1,1,1
2-s2.0-85107793046,4,14,1,1
2-s2.0-85122577756,5,0,1,0
2-s2.0-85099906258,3,4,1,1
2-s2.0-85113521622,2,13,1,1
2-s2.0-85128724170,0,2,0,1
2-s2.0-85097096947,3,5,1,1
2-s2.0-85122185088,0,1,0,1
2-s2.0-85109880955,4,3,1,1
2-s2.0-85105484509,3,1,1,1
2-s2.0-85104244875,5,4,1,1
2-s2.0-85124006609,3,1,1,1
2-s2.0-85107186826,2,0,1,0
2-s2.0-85113412097,2,1,1,1
2-s2.0-85104528058,5,0,1,0
2-s2.0-85114253100,3,2,1,1
2-s2.0-85111665342,1,10,1,1
2-s2.0-85116451069,0,2,0,1
2-s2.0-85105505396,6,4,1,1
2-s2.0-85117579848,3,0,1,0
2-s2.0-85119173646,3,4,1,1
2-s2.0-85102612536,5,4,1,1
2-s2.0-85117728073,1,2,1,1
2-s2.0-85098627476,0,2,0,1
2-s2.0-85116928599,0,13,0,1
2-s2.0-85100772822,4,1,1,1
2-s2.0-85091195142,5,8,1,1
2-s2.0-85104295269,2,8,1,1
2-s2.0-85110463291,2,0,1,0
2-s2.0-85099240618,0,3,0,1
2-s2.0-85098857606,2,9,1,1
2-s2.0-85104279292,0,1,0,1
2-s2.0-85102623563,4,32,1,1
2-s2.0-85119935505,0,6,0,1
2-s2.0-85108912263,0,1,0,1
2-s2.0-85099646895,2,27,1,1
2-s2.0-85101031089,0,3,0,1
2-s2.0-85116398008,6,2,1,1
2-s2.0-85109660908,2,5,1,1
2-s2.0-85113968599,0,3,0,1
2-s2.0-85110642987,3,3,1,1
2-s2.0-85123172031,0,3,0,1
2-s2.0-85114888051,2,6,1,1
2-s2.0-85109787254,2,7,1,1
2-s2.0-85101231856,0,23,0,1
2-s2.0-85112059056,10,10,1,1
2-s2.0-85108385573,6,4,1,1
2-s2.0-85118460615,0,0,0,0
2-s2.0-85118769087,5,5,1,1
2-s2.0-85098486868,2,15,1,1
2-s2.0-85092391205,3,47,1,1
2-s2.0-85118126894,5,7,1,1
2-s2.0-85071251474,2,2,1,1
2-s2.0-85110970973,0,10,0,1
2-s2.0-85105592400,3,2,1,1
2-s2.0-85101272757,0,21,0,1
2-s2.0-85111039344,8,9,1,1
2-s2.0-85123555100,3,0,1,0
2-s2.0-85122591775,0,1,0,1
2-s2.0-85102081722,5,6,1,1
2-s2.0-85104691061,4,1,1,1
2-s2.0-85111625384,6,12,1,1
2-s2.0-85102688888,0,4,0,1
2-s2.0-85109310232,0,0,0,0
2-s2.0-85097404276,5,7,1,1
2-s2.0-85096430770,3,1,1,1
2-s2.0-85116933503,2,7,1,1
2-s2.0-85104272028,4,4,1,1
2-s2.0-85150133742,0,0,0,0
2-s2.0-85099218037,8,9,1,1
2-s2.0-85105033120,10,15,1,1
2-s2.0-85111795195,32,60,1,1
2-s2.0-85102377244,2,7,1,1
2-s2.0-85104030358,6,6,1,1
2-s2.0-85123706706,2,2,1,1
2-s2.0-85108577504,6,1,1,1
2-s2.0-85120676717,3,3,1,1
2-s2.0-85108814738,5,4,1,1
2-s2.0-85110130853,3,15,1,1
2-s2.0-85101532330,0,0,0,0
2-s2.0-85110358265,5,5,1,1
2-s2.0-85115021587,5,5,1,1
2-s2.0-85122893516,0,0,0,0
2-s2.0-85115057948,11,0,1,0
2-s2.0-85113665013,104,8,1,1
2-s2.0-85101534426,5,0,1,0
2-s2.0-85110292793,2,1,1,1
2-s2.0-85092373590,0,2,0,1
2-s2.0-85117618193,4,3,1,1
2-s2.0-85095915967,2,7,1,1
2-s2.0-85119261524,6,4,1,1
2-s2.0-85096716968,33,19,1,1
2-s2.0-85094955420,5,0,1,0
2-s2.0-85118283335,5,1,1,1
2-s2.0-85108533830,0,3,0,1
2-s2.0-85102282966,4,19,1,1
2-s2.0-85102471199,0,0,0,0
2-s2.0-85103377648,2,2,1,1
2-s2.0-85102345521,3,10,1,1
2-s2.0-85123669135,0,2,0,1
2-s2.0-85119894636,5,44,1,1
2-s2.0-85107390796,3,37,1,1
2-s2.0-85092363324,6,36,1,1
2-s2.0-85112326921,0,7,0,1
2-s2.0-85099810335,0,0,0,0
2-s2.0-85144647612,7,1,1,1
2-s2.0-85116442823,0,0,0,0
2-s2.0-85140760383,0,2,0,1
2-s2.0-85114030323,5,1,1,1
2-s2.0-85104046992,0,10,0,1
2-s2.0-85113262462,2,18,1,1
2-s2.0-85106707912,2,15,1,1
