Agency_Name,Country
Manchester University Foundation,United Kingdom
Mangrove Forest Conservation Center,Thailand
Mangrove Forest Development Station 7,Thailand
Manit Klawtanong,Thailand
Marie Curie,The United Kingdom
Marie Curie program,United Kingdom
Marie Sklodowska Curie Actions,United Kingdom
Marine Science Institute in the University of the Philippines Diliman,Philippines
Marine Shrimp Broodstock Research Center II,Thailand
MarksMan Healthcare Communications,India
Marriage of Agriculture,Thailand
Marsden Fund,New Zealand
Marsden Fund New Zealand,New Zealand
Marsden Fund of the Royal Society of New Zealand,New Zealand
Marta Lundqvist Foundation,Sweden
Maryland Advanced Research Computing Center,United States
Maryland Higher Education Commission,The United States
Mashhad Environmental Pollutants Monitoring Center,Iran
Mass Separation Laboratory,Thailand
Massachusetts Executive Office of Energy and Environmental Affairs,United States
Massachusetts Eye and Ear,United States
Massachusetts Institute of Technology,The United States
Massachusetts Institute of Technology,United States
Massachusetts Interscholastic Athletic Association,United States
Massachusetts Life Science Center,United States
Massachusetts Lions Eye Research Fund,United States
"Massachusetts Lions Eye Research Fund, New Bedford and Boston",United States
Massachusetts Medical Society,United States
Massey University,New Zealand
Materials Chemistry Research Center,Thailand
Materials Research Center,United States
Materials Research Facility,United States
Materials Technology Center,United States
Maternal Health Task Force,United States
Matsumae International Foundation,Japan
Matthew Planchon—Massachusetts General Hospital,United States
Mauna Kea Technologies,United States
Max Planck Institute for Evolutionary Anthropology,Germany
Max Planck Institute of Molecular Physiology,Germany
Max Planck Society,Germany
Mayekawa Houonkai Foundation,Japan
Mayo Clinic,The United States
Mayo Clinic,United States
Mayo Clinic Cancer Center,United States
Mayo Foundation for Medical Education & Research and the Rochester Epidemiology Project,United States
McColl’s Retail Group Ltd,United Kingdom
McDonnell Genome Institute,United States
McGill University,Canada
McGill University Health Center,Canada
McGill University Health Centre,Canada
McGovern Medical School,United States
McKinsey & Company and Angiocrine Bioscience,United States
Mead Johnson,United States
Meat Inspection Office of Kitakyushu City,Japan
Meat and Livestock Australia,Australia
Meat and Livestock Board,Australia
MedImmune,United Kingdom
MedImmune,United States
Meda Pharma S.p.A.,Italy
Medica Innova Co. Ltd,Thailand
"Medica Innova Co., Ltd.",Thailand
Medical Association of Thailand,Thailand
Medical Correctional Institution,United States
Medical Council of Thailand,Thailand
"Medical Engineering Centre, King’s College London",United Kingdom
"Medical Engineering Centre, King’s College London",The United Kingdom
"Medical Genomics Cluster, Chulalongkorn Academic Advancement",Thailand
Medical Industry and Agricultural and Food Industry,Thailand
Medical Innovation Fund,United Kingdom
"Medical Library, Faculty of Medicine, Chulalongkorn University",Thailand
Medical Material Research Laboratory,Thailand
Medical Research Council,The United Kingdom
Medical Research Council,United Kingdom
Medical Research Council,Canada
"Medical Research Council (UK), Newton Fund",United Kingdom
Medical Research Council of South Africa,South Africa
"Medical Research Council, UK",United Kingdom
Medical Research Futures Fund,Australia
Medical Research Network,United Kingdom
Medical Science Research Equipment Center,Thailand
Medical University of Bialystok,Poland
Medical University of Lodz,Poland
Medical University of Vienna,Austria
Medicinal Plant Research Institute,Thailand
"Medicine Siriraj Hospital, Mahidol University",Thailand
Medizin Akademie Organisationsteam,Germany
Medtronic,United States
Medtronic,The United States
Medtronic Inc.,United States
"Medtronic, Inc.",United States
"Medtronics, Novartis",United States
Meiji Pharmaceutical University,Japan
Meiji Pharmaceutical University Asia/Africa Center for Drug Discovery,Japan
Meiji University,Japan
Meijo University,Japan
Meissa Vaccines,United States
Meissa vaccines and Virometrix,Italy
Mektec Manufacturing Corporation,Japan
Mektec Manufacturing corporation,Japan
Melbourne Institute,Australia
Melbourne Institute of Applied Economic and Social Research,Australia
Melbourne Institute of Applied Economic and Social Research,Ireland
Melbourne University,Australia
Memorial Sloan-Kettering Cancer Center,United States
Menarini,Italy
Mental Health Biomedical Research Centre,United Kingdom
Merck,The United States
Merck,United States
Merck,Germany
Merck & Co,United States
Merck & Co.,United States
"Merck & Co., Inc.",United States
Merck Animal Health Co. Ltd,United States
Merck Biopharma,Germany
Merck KGaA,Germany
Merck Research Laboratories,United States
Merck Serono,United States
Merck Sharp & Dohme,United Kingdom
Merck Sharp & Dohme LLC,United Kingdom
Merck Sharp & Dohme and Gilead,United Kingdom
Merck Sharp and Dohme,United Kingdom
Merck Sharp and Dohme,The United Kingdom
Merck Sharpe & Dohme,United Kingdom
Merck Sharpe & Dohme,United States
Merck/MSD,United States
Mercu Buana University,Indonesia
Meridian HealthComms Ltd,United Kingdom
Merz,Germany
Merz North America,United States
Merz Pharma,Germany
Merz Pharmaceuticals,Germany
Metallurgy & Materials Science Research Institute,Thailand
Metallurgy and Materials Science Research Institute,Thailand
"Meticuly Co., Ltd.",Japan
Mettapracharak Hospital,Thailand
Mettler-Toledo Inc.,United States
Mexican Funding Agencies,Mexico
Mexican Institute of Social Security,Mexico
Michael J Fox Foundation,United States
Michael J. Fox Foundation,United States
Michael J. Fox Foundation for Parkinson's Research,United States
Michael Smith Foundation for Health Research,Canada
"Michael's Hospital, University of Toronto",Canada
Michigan Economic Development Corporation,United States
Michigan State University,United States
Michigan Technology Tri-Corridor,United States
Micro/Nano Electromechanical Integrated Device Research Unit,Thailand
Microbial Technology for Marine Pollution Treatment Research Unit,Thailand
"Microbiology Department, Faculty of Medicine, Chulalongkorn University",Thailand
"Microbiology Department, Faculty of Veterinary Science, Chulalongkorn University",Thailand
"Microbiology Unit of the Pathology Department, Hospital Kuala Lumpur, Malaysia",Malaysia
"Microbiology at the Faculty of Dentistry, Chulalongkorn University",Thailand
Microbiome Research Unit for Probiotics in Food and Cosmetics,Thailand
Microscopy Center of Nice Sophia Antipolis University,France
Middle Tennessee State University,United States
Migraine Trust,United Kingdom
Military Health Outcomes Program,United States
Military Medicine Inc.,United States
"Military Medicine, Inc.",United States
Millennium Institute for Research on Depression,United States
Million Veteran Program,United States
Miltenyi Biotec,Germany
Minas Gerais State Research Foundation,Brazil
"Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja",Serbia
"Ministarstvo Znanosti, Obrazovanja i Sporta",Croatia
Minister of Energy,Thailand
Ministerio de Ciencia Tecnología e Innovación,Argentina
Ministerio de Ciencia e Innovación,Spain
Ministerio de Ciencia y Tecnología,Spain
"Ministerio de Ciencia, Tecnología e Innovación",Argentina
"Ministerio de Ciencia, Tecnología e Innovación Productiva",Argentina
Ministerio de Economia y Competitividad,Spain
Ministerio de Economía y Competitividad,Spain
"Ministerio de Educación, Cultura y Deporte",Spain
Ministerio de Trabajo y Asuntos Sociales,Spain
"Ministero dell’Istruzione, dell’Università e della Ricerca",Italy
"Ministerstvo Školství, Mládeže a Tělovýchovy",The Czech Republic
Ministerstwo Edukacji i Nauki,Poland
Ministerstwo Nauki i Szkolnictwa Wyższego,Poland
Ministerstwo Obrony Narodowej,Poland
Ministry for Business Innovation and Employment,New Zealand
"Ministry for Business, Innovation",New Zealand
"Ministry for Business, Innovation, & Employment",New Zealand
Ministry for Innovation and Technology,Hungary
Ministry for Science and Technology of Brazil,Brazil
"Ministry for Science, Education and Technological Development of Republic Serbia",Latvia
Ministry of Agricultural and Cooperatives,Thailand
Ministry of Agriculture,China
Ministry of Agriculture,Canada
Ministry of Agriculture and Cooperatives,Thailand
"Ministry of Agriculture and Rural Affairs, China",South Korea
"Ministry of Agriculture and Rural Affairs, China",China
Ministry of Agriculture of the Czech Republic,Czechia
"Ministry of Agriculture, Livestock and Irrigation",Myanmar
"Ministry of Business, Innovation and Employment",New Zealand
Ministry of Culture,France
Ministry of Culture and Education,Uruguay
Ministry of Culture of Thailand,Thailand
Ministry of Digital Economy and Society,Thailand
Ministry of Economic Affairs,Taiwan
"Ministry of Economic Affairs , Taiwan",Taiwan
"Ministry of Economic Affairs, Taiwan",Taiwan
Ministry of Economy and Competitiveness,Spain
Ministry of Educa,Thailand
Ministry of Education,Malaysia
Ministry of Education,South Korea
Ministry of Education,Thailand
Ministry of Education,Chile
Ministry of Education,Taiwan
Ministry of Education,Singapore
Ministry of Education,China
Ministry of Education,India
"Ministry of Education , Culture, Sports, Science, and Technology",Japan
"Ministry of Education , Thailand",Thailand
Ministry of Education - Singapore,Singapore
Ministry of Education University and Research,Italy
Ministry of Education and Culture,Indonesia
Ministry of Education and Research,Estonia
Ministry of Education and Research,Germany
Ministry of Education and Research and Development Institute Ramkhamhaeng University,Thailand
Ministry of Education and Science,Armenia
Ministry of Education and Science,Bulgaria
Ministry of Education and Science of Russia,Russia
Ministry of Education and Science of the Republic of Kazakhstan,Kazakhstan
Ministry of Education and Science of the Republic of Latvia,Kazakhstan
Ministry of Education and Science of the Republic of Serbia,Serbia
Ministry of Education and Science of the Russian Federation,Russian Federation
Ministry of Education and Science of the Russian Federation,Russia
Ministry of Education and Sport,Laos
Ministry of Education and Training,Vietnam
Ministry of Education in Saudi Arabia,Saudi Arabia
Ministry of Education in Taiwan,Taiwan
Ministry of Education of China,China
Ministry of Education of Spain,Spain
Ministry of Education of Thailand,Thailand
Ministry of Education of the People's Republic of China,China
Ministry of Education of the Republic of Korea,South Korea
Ministry of Education – Kingdom of Saudi Arabi,Saudi Arabia
"Ministry of Education, Culture, Research and Technology",Indonesia
"Ministry of Education, Culture, Research and Technology of Indonesia",Indonesia
"Ministry of Education, Culture, Research, and Technology of The Republic of Indonesia",Indonesia
"Ministry of Education, Culture, Sport, Science and Technology",Japan
"Ministry of Education, Culture, Sports",Spain
"Ministry of Education, Culture, Sports Science",Japan
"Ministry of Education, Culture, Sports, Science and Technology",Japan
"Ministry of Education, Culture, Sports, Science and Technology in Japan",Japan
"Ministry of Education, Culture, Sports, Science and Technology of Japan",Japan
"Ministry of Education, Culture, Sports, Science and Technology of the Japanese government",Japan
"Ministry of Education, Culture, Sports, Science and Technology, Japan",Japan
"Ministry of Education, Culture, Sports, Science, and Technology",Japan
"Ministry of Education, Culture, Sports, Science, and Technology of Japan",Japan
"Ministry of Education, Culture, Sports, and Technology, Japan",Japan
"Ministry of Education, Ethiopia",Ethiopia
"Ministry of Education, Royal Thai Government",Thailand
"Ministry of Education, Science and Culture",Japan
"Ministry of Education, Science and Culture of Japan",Japan
"Ministry of Education, Science and Sport",Slovenia
"Ministry of Education, Science and Technological Development of Serbia",Serbia
"Ministry of Education, Science and Technology",South Korea
"Ministry of Education, Science and Technology, Korea",South Korea
"Ministry of Education, Science, Research and Innovation",Thailand
"Ministry of Education, Science, Sports and Culture",Japan
"Ministry of Education, Taiwan",Taiwan
"Ministry of Education, Thailand",Thailand
"Ministry of Education, Youth and Science",Bulgaria
"Ministry of Education, Youth and Sports",Czechia
"Ministry of Education, Youth, and Sports in Czech Republic",Czech Republic
"Ministry of Education, Youth, and Sports of the Czech Republic",Czechia
Ministry of Education-Govt,Thailand
Ministry of Energy,Thailand
"Ministry of Energy, Thailand",Thailand
Ministry of Environment and Forestry,Indonesia
"Ministry of Environment, Forest and Climate Change",India
Ministry of Finance,China
Ministry of Health,Denmark
Ministry of Health,Jamaica
Ministry of Health,Canada
Ministry of Health,Spain
Ministry of Health & Welfare,South Korea
"Ministry of Health & Welfare, Republic of Korea",South Korea
Ministry of Health in Thailand,Thailand
Ministry of Health of Chile,China
Ministry of Health of Chile,Chile
Ministry of Health of the Royal Government of Bhutan,Bhutan
"Ministry of Health, Government of Luxembourg",Luxembourg
"Ministry of Health, Labor and Welfare",Japan
"Ministry of Health, Labor and Welfare of Japan",Japan
"Ministry of Health, Labour and Welfare",Japan
"Ministry of Health, Labour, and Welfare of Japan",Japan
