Agency_Name,Mapped_Name,Country
"National Institute of Technology, Kurume College",National Institute,Japan
National Institute of Technology-Kurume College,National Institute,Japan
National Institute on Aging,National Institute,United States
National Institute on Aging,National Institute,The United States
National Institute on Alcohol Abuse and Alcoholism,National Institute,United States
National Institute on Drug Abuse,National Institute,United States
National Institute on Drug Abuse,National Institute,The United States
National Institute on Health,National Institute,United States
National Institute on Minority Health and Health Disparities,National Institute,United States
National Institute on Minority Health and Health Disparities K99,National Institute,United States
National Institutes for the Humanities,National Institute,Japan
National Institutes of Allergy and Infectious Diseases,National Institute,United States
National Institutes of Biomedical Innovation,National Institute,Japan
National Institutes of Health,National Health Research Institute,United States
National Institutes of Health,National Health Research Institute,The United States
National Institutes of Health Clinical Center,National Institute,United States
National Institutes of Health National Cancer Institute,National Institute,United States
National Institutes of Health National Institute of Allergy and Infectious Diseases,National Institute,United States
National Institutes of Health-National Institute of Biomedical Imaging and Bioengineering,National Institute,United States
National Institutes of Health-National Institute of Neurological Disorders and Stroke,National Institute,United States
National Institutes of Health-funded,National Institute,United States
National Institutes of Health/National Eye Institute Core,National Institute,United States
National Institutes of Health?s National Institute of Allergy and Infectious Diseases,National Institute,United States
National Institutes of Health’s National Institute of Allergy and Infectious Diseases,National Institute,United States
National Institutes of Mental Health,National Institute,United States
National Institutes of Natural Sciences,National Institute,Japan
National Institutes of Neurological Diseases and Stroke,National Institute,United States
National Institutes on Minority Health and Health Disparities,National Institute,United States
National Kaohsiung University of Science and Technology,National Kaohsiung University,Taiwan
National Key R &D Program of China,National Key R &D Program of China,China
National Key R&D Program,National Key R&D Program,China
National Key R&D Program of China,National Key R &D Program of China,China
National Key R&D Projects in Changsha,National Key R&D Projects in Changsha,China
National Key R@D Program of China,National Key R &D Program of China,China
National Key Research & Development Program,National Key R&D Program,China
National Key Research & Development Program ‐ Intergovernmental International Science and Technology Innovation Cooperation Project,National Key Research & Development Program ‐ Intergovernmental International Science and Technology Innovation Cooperation Project,China
National Key Research Program of China,National Key R &D Program of China,China
National Key Research and Development Program,National Key Research and Development Program,China
National Key Research and Development Program of China,National Key R &D Program of China,China
National Key Technology R&D Program of China,National Key R &D Program of China,China
National Kidney Foundation,Kidney Foundation,Singapore
National Kidney Foundation of Thailand,National Kidney Foundation,Thailand
National Library of Medicine,National Library of Medicine,United States
National Medical Research Council,Medical Research Council,Singapore
National Medical Research Council,Thailand National Organization,Thailand
National Medical Research Council Singapore,National Medical Research Council Singapore,Singapore
National Medical Research Council in Singapore,National Medical Research Council Singapore,Singapore
National Medical Research Council of Singapore,National Medical Research Council Singapore,Singapore
"National Medical Research Council, Singapore and The Michael J. Fox Foundation","National Medical Research Council, Singapore and The Michael J. Fox Foundation",Singapore
National Metal and Materials Technology,Thailand National Organization,Thailand
National Metal and Materials Technology Center,Thailand National Organization,Thailand
"National Metal and Materials Technology Center , Thailand",Thailand National Organization,Thailand
National Metal and Materials Technology Center of Thailand,Thailand National Organization,Thailand
"National Metal and Materials Technology Center, Thailand",Thailand National Organization,Thailand
National Metal and Materials Technology center,Thailand National Organization,Thailand
National Multiple Sclerosis Society,National Multiple Sclerosis Society,The United States
National Multiple Sclerosis Society,National Multiple Sclerosis Society,United States
National Museum of Natural History,Chulalongkorn University,United States
National Museum of Nature and Science,National Museum of Nature and Science,Japan
National Museum of Nature and Science Project Researches,National Museum of Nature and Science Project Researches,Japan
National Nanotech-nology Center,National Nanotech-nology Center,Thailand
National Nanotechnology Center,Chulalongkorn University,Thailand
National Nanotechnology Center at National Science and Technology Development Agency,National Nanotechnology Center,Thailand
National Nanotechnology Center of Thailand,National Nanotechnology Center,Thailand
"National Nanotechnology Center, Thailand",National Nanotechnology Center,Thailand
National Nanotechnology Centre,Thailand National Organization,Thailand
National Nanotechnology Platform,National Nanotechnology Platform,United States
National Nanotecnology Center,National Nanotecnology Center,Thailand
National Natural Science Found for Innovative Research Groups,National Natural Science Found for Innovative Research Groups,China
National Natural Science Foundation,National Natural Science Foundation,China
National Natural Science Foundation of China,China Natural Science Foundation,China
National Natural Science Foundation of China Cooperation Project,National Natural Science Foundation,China
National Natural Science Foundation of China General Program,National Natural Science Foundation,China
National Natural Science Foundation of China Major International,National Natural Science Foundation,China
National Natural Science Foundation of China-Israel Science Foundation,National Natural Science Foundation,China
National Natural Science Foundation of China-Russian Science Foundation,National Natural Science Foundation,China
National Natural Science Foundation of Guangdong,National Natural Science Foundation,China
National Natural Science Foundation of Hubei Province of China,National Natural Science Foundation,China
National Natural Science Funding of China,National Natural Science Funding of China,China
National Nuclear Security Administration,National Nuclear Security Administration,United States
National Omics Center,National Omics Center,South Korea
National Palliative Care Research Center,National Palliative Care Research Center,United States
National Pancreas Foundation,National Pancreas Foundation,United States
National Planning Offce of Philosophy and Social Science,National Planning Offce of Philosophy and Social Science,China
National Pork Board,National Pork Board,United States
National Primate Research Center of Thailand,National Primate Research Center,Thailand
National Primate Research Center of Thailand-Chulalongkorn University,National Primate Research Center,Thailand
National Primate Research Center of Thailand‐Chulalongkorn University,National Primate Research Center,Thailand
National Priorities Research Program,National Priorities Research Program,Qatar
National Program on Global Change and Air-Sea Interaction,National Program on Global Change and Air-Sea Interaction,China
National Quantum Information Science Research Centers,National Quantum Information Science Research Center,United States
National Radio Astronomy Observatory,National Radio Astronomy Observatory,The United States
National Recovery and Resilience Plan of the Republic of Bulgaria,National Recovery and Resilience Plan of the Republic of Bulgaria,Bulgaria
National Renewable Energy Laboratory,National Renewable Energy Laboratory,United States
National Research Agency,National Research Agency,France
National Research Center,National Research Center,Egypt
National Research Center for Protozoan Diseases,National Research Center,Japan
National Research Center for Protozoan Diseases ‐ Obihiro University of Agriculture and Veterinary Medicine,National Research Center for Protozoan Diseases ‐ Obihiro University,Japan
National Research Centre,National Research Centre,Egypt
National Research Council,National Research Council,United States
National Research Council,National Research Council,Italy
National Research Council Canada,Canada Council,Canada
National Research Council Guide for the Care,National Research Council Guide for the Care,Canada
National Research Council Thailand,Thailand National Organization,Thailand
National Research Council for Thammasat University,National Research Council for Thammasat University,Thailand
National Research Council of Tailand,Thailand National Organization,Thailand
National Research Council of Thailan d,Thailand National Organization,Thailand
National Research Council of Thailand,Chulalongkorn University,Thailand
