,Eid,Funding_Count,Has_Funding,Has_Cite-By,Subtype,Publish_year,Publish_month,Cite-By_Count
8465,2-s2.0-85099250658,3,1,1,Article,2021.0,3.0,8.0
8466,2-s2.0-85105442582,2,1,1,Article,2021.0,12.0,9.0
8467,2-s2.0-85107474041,8,1,1,Article,2021.0,7.0,5.0
8468,2-s2.0-85109145383,5,1,1,Article,2021.0,10.0,16.0
8469,2-s2.0-85108274689,2,1,1,Article,2021.0,9.0,1.0
8470,2-s2.0-85116433299,6,1,1,Article,2021.0,9.0,25.0
8471,2-s2.0-85104976865,2,1,1,Article,2021.0,8.0,3.0
8472,2-s2.0-85102374003,4,1,1,Article,2021.0,6.0,19.0
8473,2-s2.0-85119043130,6,1,1,Article,2021.0,11.0,8.0
8474,2-s2.0-85098964356,3,1,1,Article,2021.0,2.0,26.0
8475,2-s2.0-85117380365,3,1,1,Article,2021.0,12.0,25.0
8476,2-s2.0-85107395647,5,1,1,Article,2021.0,6.0,17.0
8477,2-s2.0-85087803325,2,1,1,Article,2021.0,11.0,13.0
8478,2-s2.0-85103998669,0,0,1,Article,2021.0,4.0,13.0
8479,2-s2.0-85113759508,3,1,1,Article,2021.0,12.0,10.0
8480,2-s2.0-85114310390,3,1,1,Article,2021.0,9.0,11.0
8481,2-s2.0-85104504146,4,1,1,Article,2021.0,1.0,1.0
8482,2-s2.0-85104092033,4,1,1,Article,2021.0,7.0,6.0
8483,2-s2.0-85106005665,2,1,1,Article,2021.0,5.0,15.0
8484,2-s2.0-85102913066,0,0,1,Article,2021.0,3.0,39.0
8485,2-s2.0-85120033825,3,1,1,Article,2021.0,12.0,15.0
8486,2-s2.0-85099019774,5,1,1,Article,2021.0,1.0,11.0
8487,2-s2.0-85112410637,5,1,0,Article,2021.0,10.0,2.0
8488,2-s2.0-85111004975,5,1,1,Article,2021.0,6.0,1.0
8489,2-s2.0-85116511831,5,1,1,Article,2021.0,10.0,103.0
8490,2-s2.0-85112379028,2,1,1,Article,2021.0,8.0,7.0
8491,2-s2.0-85091317463,5,1,1,Article,2021.0,1.0,3.0
8492,2-s2.0-85092072093,4,1,0,Article,2021.0,1.0,1.0
8493,2-s2.0-85096655963,4,1,1,Article,2021.0,12.0,5.0
8494,2-s2.0-85099496916,6,1,1,Article,2021.0,5.0,7.0
8495,2-s2.0-85104571845,3,1,1,Article,2021.0,3.0,2.0
8496,2-s2.0-85118933632,5,1,1,Article,2021.0,12.0,12.0
8497,2-s2.0-85097466604,3,1,1,Article,2021.0,4.0,37.0
8498,2-s2.0-85111417550,5,1,1,Article,2021.0,8.0,6.0
8499,2-s2.0-85115260064,0,0,1,Article,2021.0,9.0,6.0
8500,2-s2.0-85147311712,0,0,1,Article,2021.0,7.0,7.0
8501,2-s2.0-85114858121,0,0,1,Article,2021.0,9.0,2.0
8502,2-s2.0-85102676932,6,1,1,Article,2021.0,2.0,11.0
8503,2-s2.0-85109321071,4,1,1,Article,2021.0,12.0,9.0
8504,2-s2.0-85099794003,4,1,1,Article,2021.0,4.0,28.0
8505,2-s2.0-85108170324,8,1,1,Article,2021.0,6.0,4.0
8506,2-s2.0-85111639690,6,1,1,Article,2021.0,11.0,17.0
8507,2-s2.0-85101089940,0,0,1,Article,2021.0,2.0,5.0
8508,2-s2.0-85111646753,10,1,1,Article,2021.0,8.0,13.0
8509,2-s2.0-85099471621,5,1,1,Article,2021.0,1.0,5.0
8510,2-s2.0-85080932055,2,1,1,Article,2021.0,4.0,13.0
8511,2-s2.0-85108912593,0,0,1,Article,2021.0,5.0,4.0
8512,2-s2.0-85101945598,0,0,1,Article,2021.0,3.0,52.0
8513,2-s2.0-85122697213,1,1,1,Article,2021.0,11.0,13.0
8514,2-s2.0-85122644604,6,1,1,Article,2021.0,12.0,18.0
8515,2-s2.0-85104298674,2,1,1,Article,2021.0,5.0,3.0
8516,2-s2.0-85112463913,101,1,1,Article,2021.0,8.0,29.0
8517,2-s2.0-85103688027,6,1,1,Article,2021.0,7.0,12.0
8518,2-s2.0-85066832483,5,1,0,Article,2021.0,10.0,0.0
8519,2-s2.0-85095769286,11,1,1,Article,2021.0,1.0,12.0
8520,2-s2.0-85096711692,0,0,0,Article,2021.0,2.0,1.0
8521,2-s2.0-85099013653,4,1,1,Article,2021.0,9.0,1.0
8522,2-s2.0-85096970279,4,1,1,Article,2021.0,4.0,36.0
8523,2-s2.0-85117594332,6,1,1,Article,2021.0,11.0,11.0
8524,2-s2.0-85092069792,3,1,1,Article,2021.0,6.0,9.0
8525,2-s2.0-85119075025,0,0,1,Article,2021.0,12.0,4.0
8526,2-s2.0-85110738803,5,1,1,Article,2021.0,11.0,148.0
8527,2-s2.0-85110652181,3,1,1,Article,2021.0,12.0,6.0
8528,2-s2.0-85098966628,3,1,1,Article,2021.0,2.0,90.0
8529,2-s2.0-85115184658,3,1,0,Article,2021.0,9.0,0.0
8530,2-s2.0-85121995988,2,1,0,Article,2021.0,7.0,0.0
8531,2-s2.0-85107202550,3,1,1,Article,2021.0,5.0,9.0
8532,2-s2.0-85120069769,5,1,0,Article,2021.0,11.0,0.0
8533,2-s2.0-85089706815,0,0,1,Article,2021.0,4.0,43.0
8534,2-s2.0-85106431016,5,1,1,Article,2021.0,10.0,6.0
8535,2-s2.0-85099623310,5,1,1,Article,2021.0,1.0,4.0
8536,2-s2.0-85112421933,3,1,1,Article,2021.0,8.0,41.0
8537,2-s2.0-85096193259,2,1,1,Article,2021.0,2.0,14.0
8538,2-s2.0-85096843014,5,1,1,Article,2021.0,1.0,1.0
8539,2-s2.0-85099506548,4,1,1,Article,2021.0,10.0,27.0
8540,2-s2.0-85101858388,8,1,1,Article,2021.0,7.0,61.0
8541,2-s2.0-85103772946,5,1,1,Article,2021.0,5.0,2.0
8542,2-s2.0-85123037611,5,1,1,Article,2021.0,12.0,18.0
8543,2-s2.0-85102566846,0,0,0,Article,2021.0,3.0,1.0
8544,2-s2.0-85117331393,4,1,1,Article,2021.0,12.0,9.0
8545,2-s2.0-85097863732,5,1,1,Article,2021.0,2.0,5.0
8546,2-s2.0-85119581406,4,1,1,Article,2021.0,11.0,7.0
8547,2-s2.0-85101749368,3,1,1,Article,2021.0,6.0,8.0
8549,2-s2.0-85111908950,3,1,1,Article,2021.0,7.0,9.0
8550,2-s2.0-85113808802,5,1,1,Article,2021.0,9.0,3.0
8551,2-s2.0-85102755115,0,0,1,Article,2021.0,4.0,4.0
8552,2-s2.0-85113192205,3,1,1,Article,2021.0,12.0,11.0
8553,2-s2.0-85104582181,5,1,0,Article,2021.0,4.0,0.0
8554,2-s2.0-85099185785,2,1,1,Article,2021.0,2.0,8.0
8555,2-s2.0-85102755666,4,1,1,Article,2021.0,11.0,11.0
8556,2-s2.0-85106607009,0,0,0,Article,2021.0,6.0,3.0
8557,2-s2.0-85113861034,2,1,0,Article,2021.0,6.0,1.0
8558,2-s2.0-85119422974,7,1,1,Article,2021.0,12.0,23.0
8559,2-s2.0-85101809966,5,1,1,Article,2021.0,5.0,47.0
8560,2-s2.0-85119324797,8,1,1,Article,2021.0,11.0,4.0
8561,2-s2.0-85103543854,8,1,1,Article,2021.0,3.0,11.0
8562,2-s2.0-85120317692,2,1,1,Article,2021.0,12.0,12.0
8563,2-s2.0-85100499636,4,1,1,Article,2021.0,5.0,21.0
8564,2-s2.0-85099353580,3,1,1,Article,2021.0,12.0,14.0
8565,2-s2.0-85113939216,0,0,1,Article,2021.0,8.0,6.0
8566,2-s2.0-85053164765,2,1,1,Article,2021.0,2.0,3.0
8567,2-s2.0-85090715876,5,1,1,Article,2021.0,1.0,94.0
8568,2-s2.0-85108020564,2,1,1,Article,2021.0,6.0,11.0
8569,2-s2.0-85103534016,0,0,1,Article,2021.0,8.0,29.0
8570,2-s2.0-85090734019,5,1,1,Article,2021.0,2.0,19.0
8571,2-s2.0-85097463502,5,1,0,Article,2021.0,1.0,1.0
8572,2-s2.0-85101769677,5,1,1,Article,2021.0,5.0,3.0
8573,2-s2.0-85104985997,2,1,0,Article,2021.0,5.0,0.0
8574,2-s2.0-85101471600,0,0,1,Article,2021.0,3.0,34.0
8575,2-s2.0-85105744475,5,1,1,Article,2021.0,5.0,5.0
8576,2-s2.0-85090113319,2,1,1,Article,2021.0,3.0,21.0
8578,2-s2.0-85098775751,0,0,1,Article,2021.0,1.0,13.0
8579,2-s2.0-85107552315,2,1,1,Article,2021.0,11.0,4.0
8580,2-s2.0-85108064972,1,1,0,Article,2021.0,6.0,1.0
8581,2-s2.0-85108953699,2,1,0,Article,2021.0,12.0,0.0
8582,2-s2.0-85112382227,0,0,1,Article,2021.0,11.0,27.0
8583,2-s2.0-85114739376,3,1,1,Article,2021.0,9.0,7.0
8584,2-s2.0-85112082629,2,1,0,Article,2021.0,7.0,0.0
8585,2-s2.0-85115753916,2,1,1,Article,2021.0,9.0,4.0
8586,2-s2.0-85121853632,0,0,1,Article,2021.0,9.0,3.0
8587,2-s2.0-85106635656,4,1,1,Article,2021.0,5.0,110.0
8588,2-s2.0-85118426594,4,1,1,Article,2021.0,12.0,11.0
8589,2-s2.0-85102913182,4,1,1,Article,2021.0,3.0,10.0
8590,2-s2.0-85121831493,5,1,0,Article,2021.0,11.0,0.0
8591,2-s2.0-85096865617,4,1,1,Article,2021.0,5.0,22.0
8592,2-s2.0-85120780884,5,1,1,Article,2021.0,12.0,19.0
8593,2-s2.0-85132834443,0,0,0,Article,2021.0,8.0,2.0
8594,2-s2.0-85108304534,3,1,1,Article,2021.0,6.0,44.0
8595,2-s2.0-85096488085,7,1,1,Article,2021.0,1.0,30.0
8596,2-s2.0-85097660990,5,1,0,Article,2021.0,1.0,0.0
8597,2-s2.0-85111093960,5,1,1,Article,2021.0,7.0,10.0
8598,2-s2.0-85111396560,4,1,1,Article,2021.0,9.0,8.0
8599,2-s2.0-85111668751,5,1,1,Article,2021.0,12.0,3.0
8600,2-s2.0-85103635068,4,1,1,Article,2021.0,4.0,4.0
8601,2-s2.0-85118782467,4,1,1,Article,2021.0,10.0,3.0
8602,2-s2.0-85100262712,5,1,1,Article,2021.0,2.0,21.0
8603,2-s2.0-85104933566,0,0,1,Article,2021.0,6.0,6.0
8604,2-s2.0-85102790524,8,1,1,Article,2021.0,6.0,25.0
8605,2-s2.0-85118856336,26,1,1,Article,2021.0,11.0,24.0
8606,2-s2.0-85096194498,2,1,1,Article,2021.0,6.0,2.0
8607,2-s2.0-85104403800,0,0,1,Article,2021.0,8.0,1.0
8608,2-s2.0-85105786597,3,1,1,Article,2021.0,9.0,3.0
8609,2-s2.0-85089567000,5,1,1,Article,2021.0,1.0,16.0
8610,2-s2.0-85107933699,2,1,0,Article,2021.0,3.0,1.0
8611,2-s2.0-85090166915,3,1,1,Article,2021.0,5.0,25.0
8612,2-s2.0-85103205561,0,0,1,Article,2021.0,3.0,30.0
8613,2-s2.0-85110641059,5,1,1,Article,2021.0,5.0,3.0
8614,2-s2.0-85103636568,4,1,1,Article,2021.0,3.0,7.0
8615,2-s2.0-85100136030,5,1,1,Article,2021.0,1.0,18.0
8616,2-s2.0-85115276465,3,1,1,Article,2021.0,10.0,14.0
8617,2-s2.0-85106262574,5,1,0,Article,2021.0,6.0,0.0
8618,2-s2.0-85118607886,5,1,1,Article,2021.0,10.0,4.0
8619,2-s2.0-85114699125,6,1,1,Article,2021.0,12.0,8.0
8620,2-s2.0-85112754391,9,1,1,Article,2021.0,12.0,55.0
8621,2-s2.0-85112751314,0,0,1,Article,2021.0,9.0,9.0
8622,2-s2.0-85110932762,0,0,1,Article,2021.0,7.0,17.0
8623,2-s2.0-85106903663,4,1,1,Article,2021.0,9.0,12.0
8624,2-s2.0-85097126519,2,1,1,Article,2021.0,8.0,6.0
8625,2-s2.0-85099961792,8,1,1,Article,2021.0,6.0,5.0
8626,2-s2.0-85118405619,6,1,1,Article,2021.0,11.0,10.0
8627,2-s2.0-85116513528,6,1,1,Article,2021.0,12.0,8.0
8628,2-s2.0-85118445156,2,1,1,Article,2021.0,11.0,29.0
8629,2-s2.0-85100672093,5,1,1,Article,2021.0,3.0,5.0
8630,2-s2.0-85102782053,3,1,1,Article,2021.0,5.0,26.0
8631,2-s2.0-85113298411,2,1,1,Article,2021.0,8.0,6.0
8632,2-s2.0-85092047282,8,1,1,Article,2021.0,1.0,13.0
8633,2-s2.0-85096857157,6,1,1,Article,2021.0,7.0,13.0
8634,2-s2.0-85091388207,5,1,1,Article,2021.0,2.0,14.0
8635,2-s2.0-85098713016,103,1,1,Article,2021.0,1.0,33.0
8636,2-s2.0-85106904408,5,1,1,Article,2021.0,5.0,7.0
8637,2-s2.0-85112666953,2,1,1,Article,2021.0,7.0,1.0
8638,2-s2.0-85114413448,3,1,0,Article,2021.0,9.0,0.0
8639,2-s2.0-85100689966,3,1,1,Article,2021.0,4.0,12.0
8640,2-s2.0-85108061095,6,1,1,Article,2021.0,12.0,33.0
8641,2-s2.0-85107448052,6,1,1,Article,2021.0,6.0,19.0
8642,2-s2.0-85103010246,3,1,1,Article,2021.0,2.0,20.0
8643,2-s2.0-85108014599,5,1,1,Article,2021.0,11.0,7.0
8644,2-s2.0-85118344161,2,1,1,Article,2021.0,12.0,2.0
8645,2-s2.0-85117225287,3,1,1,Article,2021.0,11.0,20.0
8646,2-s2.0-85108966493,4,1,1,Article,2021.0,8.0,6.0
8647,2-s2.0-85118878093,2,1,1,Article,2021.0,9.0,2.0
8648,2-s2.0-85114518560,0,0,1,Article,2021.0,8.0,7.0
8649,2-s2.0-85107993843,3,1,1,Article,2021.0,7.0,8.0
8650,2-s2.0-85113682872,6,1,1,Article,2021.0,10.0,2.0
8651,2-s2.0-85099412413,6,1,1,Article,2021.0,12.0,9.0
8652,2-s2.0-85119583662,3,1,0,Article,2021.0,11.0,1.0
8653,2-s2.0-85120713537,6,1,1,Article,2021.0,12.0,17.0
8654,2-s2.0-85082091374,4,1,1,Article,2021.0,12.0,35.0
8655,2-s2.0-85118233421,0,0,1,Article,2021.0,8.0,14.0
8656,2-s2.0-85104950870,5,1,1,Article,2021.0,6.0,11.0
8657,2-s2.0-85117104966,5,1,1,Article,2021.0,10.0,3.0
8658,2-s2.0-85113292538,4,1,1,Article,2021.0,8.0,82.0
8659,2-s2.0-85104716689,0,0,1,Article,2021.0,4.0,14.0
8660,2-s2.0-85102270310,5,1,1,Article,2021.0,6.0,9.0
8661,2-s2.0-85094843954,5,1,1,Article,2021.0,3.0,30.0
8662,2-s2.0-85104447443,5,1,1,Article,2021.0,1.0,6.0
8663,2-s2.0-85103919894,4,1,1,Article,2021.0,4.0,26.0
8664,2-s2.0-85100070309,4,1,1,Article,2021.0,2.0,13.0
8665,2-s2.0-85127568064,2,1,0,Article,2021.0,12.0,2.0
8666,2-s2.0-85103357156,0,0,1,Article,2021.0,12.0,12.0
8667,2-s2.0-85105551738,4,1,1,Article,2021.0,7.0,49.0
8668,2-s2.0-85105702197,3,1,1,Article,2021.0,10.0,13.0
8669,2-s2.0-85106366339,3,1,1,Article,2021.0,9.0,10.0
8670,2-s2.0-85110454546,0,0,1,Article,2021.0,6.0,1.0
8671,2-s2.0-85118178291,4,1,1,Article,2021.0,10.0,2.0
8672,2-s2.0-85112493295,4,1,1,Article,2021.0,8.0,7.0
8673,2-s2.0-85121467691,5,1,1,Article,2021.0,12.0,43.0
8674,2-s2.0-85104046665,16,1,1,Article,2021.0,5.0,13.0
8675,2-s2.0-85122961576,6,1,0,Article,2021.0,11.0,1.0
8676,2-s2.0-85101740830,3,1,1,Article,2021.0,3.0,39.0
8677,2-s2.0-85106144001,6,1,1,Article,2021.0,1.0,5.0
8678,2-s2.0-85092039739,2,1,1,Article,2021.0,2.0,19.0
8679,2-s2.0-85101398968,3,1,1,Article,2021.0,2.0,49.0
8680,2-s2.0-85111252287,2,1,1,Article,2021.0,11.0,11.0
8681,2-s2.0-85100023684,3,1,1,Article,2021.0,4.0,7.0
8682,2-s2.0-85114791251,2,1,1,Article,2021.0,9.0,6.0
8683,2-s2.0-85122202104,1,1,1,Article,2021.0,7.0,2.0
8684,2-s2.0-85106882243,2,1,1,Article,2021.0,9.0,13.0
8685,2-s2.0-85104265237,5,1,1,Article,2021.0,7.0,9.0
8686,2-s2.0-85101870861,2,1,1,Article,2021.0,12.0,5.0
8687,2-s2.0-85127615544,3,1,1,Article,2021.0,12.0,4.0
8688,2-s2.0-85122110868,0,0,1,Article,2021.0,11.0,1.0
8689,2-s2.0-85122868693,0,0,1,Article,2021.0,12.0,16.0
8690,2-s2.0-85112784565,3,1,1,Article,2021.0,8.0,16.0
8691,2-s2.0-85101145875,3,1,1,Article,2021.0,7.0,6.0
8692,2-s2.0-85120379135,0,0,0,Article,2021.0,10.0,0.0
8693,2-s2.0-85103756054,5,1,1,Article,2021.0,4.0,47.0
8694,2-s2.0-85099365055,5,1,1,Article,2021.0,2.0,10.0
8695,2-s2.0-85090194934,5,1,1,Article,2021.0,6.0,41.0
8696,2-s2.0-85102247685,0,0,1,Article,2021.0,2.0,3.0
8697,2-s2.0-85102321936,0,0,1,Article,2021.0,2.0,10.0
8698,2-s2.0-85121645016,5,1,0,Article,2021.0,12.0,1.0
8699,2-s2.0-85100395554,5,1,1,Article,2021.0,12.0,7.0
8700,2-s2.0-85111926634,3,1,1,Article,2021.0,10.0,42.0
8701,2-s2.0-85109258796,0,0,0,Article,2021.0,7.0,2.0
8702,2-s2.0-85114453441,0,0,1,Article,2021.0,8.0,3.0
8703,2-s2.0-85115932238,4,1,1,Article,2021.0,10.0,6.0
8704,2-s2.0-85116634308,0,0,1,Article,2021.0,10.0,5.0
8705,2-s2.0-85114114285,0,0,0,Article,2021.0,8.0,3.0
8706,2-s2.0-85099865216,0,0,1,Article,2021.0,5.0,3.0
8708,2-s2.0-85103348664,5,1,1,Article,2021.0,3.0,42.0
8709,2-s2.0-85104846756,1,1,1,Article,2021.0,1.0,5.0
8710,2-s2.0-85092615807,0,0,1,Article,2021.0,3.0,8.0
8711,2-s2.0-85106906843,0,0,1,Article,2021.0,4.0,1.0
8712,2-s2.0-85101363349,0,0,1,Article,2021.0,11.0,18.0
8713,2-s2.0-85099729412,2,1,1,Article,2021.0,2.0,8.0
8714,2-s2.0-85113143796,5,1,1,Article,2021.0,12.0,7.0
8715,2-s2.0-85102963820,0,0,1,Article,2021.0,4.0,3.0
8716,2-s2.0-85113603041,3,1,1,Article,2021.0,9.0,4.0
8717,2-s2.0-85111053852,5,1,0,Article,2021.0,7.0,0.0
8718,2-s2.0-85092577382,2,1,1,Article,2021.0,3.0,2.0
8719,2-s2.0-85099773858,0,0,1,Article,2021.0,2.0,10.0
8720,2-s2.0-85100549043,0,0,1,Article,2021.0,11.0,3.0
8721,2-s2.0-85122021738,3,1,1,Article,2021.0,12.0,2.0
8722,2-s2.0-85100395875,2,1,1,Article,2021.0,12.0,9.0
8723,2-s2.0-85111780579,0,0,1,Article,2021.0,10.0,1.0
8724,2-s2.0-85109143672,5,1,1,Article,2021.0,7.0,8.0
8725,2-s2.0-85114451476,5,1,1,Article,2021.0,8.0,1.0
8726,2-s2.0-85115931043,4,1,1,Article,2021.0,10.0,13.0
8727,2-s2.0-85116661131,3,1,1,Article,2021.0,10.0,3.0
8728,2-s2.0-85107395405,2,1,1,Article,2021.0,6.0,22.0
8729,2-s2.0-85114162630,110,1,1,Article,2021.0,8.0,10.0
8730,2-s2.0-85120385721,4,1,1,Article,2021.0,12.0,7.0
8731,2-s2.0-85100103990,2,1,1,Article,2021.0,5.0,6.0
8732,2-s2.0-85103407779,5,1,1,Article,2021.0,3.0,34.0
8733,2-s2.0-85103915116,0,0,0,Article,2021.0,4.0,0.0
8734,2-s2.0-85099478407,4,1,1,Article,2021.0,2.0,22.0
8735,2-s2.0-85088877305,3,1,1,Article,2021.0,6.0,55.0
8736,2-s2.0-85093920034,4,1,1,Article,2021.0,2.0,25.0
8737,2-s2.0-85099516363,2,1,0,Article,2021.0,4.0,0.0
8738,2-s2.0-85102216889,3,1,1,Article,2021.0,2.0,11.0
8739,2-s2.0-85106888680,5,1,1,Article,2021.0,9.0,17.0
8740,2-s2.0-85107147292,5,1,1,Article,2021.0,10.0,40.0
8741,2-s2.0-85101818270,4,1,1,Article,2021.0,12.0,8.0
8742,2-s2.0-85127606194,0,0,0,Article,2021.0,12.0,0.0
8743,2-s2.0-85122240611,2,1,1,Article,2021.0,11.0,5.0
8744,2-s2.0-85122912032,5,1,1,Article,2021.0,12.0,14.0
8745,2-s2.0-85112776897,0,0,1,Article,2021.0,8.0,4.0
8746,2-s2.0-85100334914,2,1,1,Article,2021.0,7.0,13.0
8747,2-s2.0-85120085411,0,0,0,Article,2021.0,10.0,1.0
8748,2-s2.0-85105937158,0,0,0,Article,2021.0,1.0,0.0
8749,2-s2.0-85097353855,2,1,1,Article,2021.0,2.0,38.0
8750,2-s2.0-85104294046,2,1,1,Article,2021.0,4.0,7.0
8751,2-s2.0-85101388455,0,0,1,Article,2021.0,2.0,10.0
8752,2-s2.0-85109167299,7,1,1,Article,2021.0,12.0,51.0
8753,2-s2.0-85114788897,0,0,1,Article,2021.0,9.0,6.0
8754,2-s2.0-85127564485,6,1,0,Article,2021.0,12.0,1.0
8755,2-s2.0-85103347890,3,1,1,Article,2021.0,12.0,12.0
8756,2-s2.0-85105575798,3,1,1,Article,2021.0,7.0,15.0
8757,2-s2.0-85105727574,19,1,1,Article,2021.0,10.0,75.0
8758,2-s2.0-85106416009,1,1,1,Article,2021.0,9.0,2.0
8759,2-s2.0-85110434979,3,1,1,Article,2021.0,6.0,6.0
8760,2-s2.0-85094806194,1,1,1,Article,2021.0,1.0,1.0
8761,2-s2.0-85118156781,2,1,1,Article,2021.0,10.0,1.0
8762,2-s2.0-85121506619,6,1,1,Article,2021.0,12.0,2.0
8763,2-s2.0-85101721543,5,1,1,Article,2021.0,3.0,13.0
8764,2-s2.0-85123277067,0,0,0,Article,2021.0,11.0,0.0
8765,2-s2.0-85104668817,0,0,0,Article,2021.0,4.0,0.0
8766,2-s2.0-85102273015,5,1,1,Article,2021.0,6.0,2.0
8767,2-s2.0-85094574793,2,1,1,Article,2021.0,3.0,13.0
8768,2-s2.0-85104423102,2,1,1,Article,2021.0,1.0,8.0
8769,2-s2.0-85102472837,2,1,1,Article,2021.0,4.0,24.0
8770,2-s2.0-85103919943,6,1,1,Article,2021.0,4.0,10.0
8771,2-s2.0-85100121260,5,1,1,Article,2021.0,2.0,28.0
8772,2-s2.0-85114512893,0,0,1,Article,2021.0,8.0,16.0
8773,2-s2.0-85107908291,2,1,1,Article,2021.0,7.0,32.0
8774,2-s2.0-85099723203,5,1,1,Article,2021.0,1.0,38.0
8775,2-s2.0-85113327047,2,1,1,Article,2021.0,10.0,7.0
8776,2-s2.0-85099434606,6,1,1,Article,2021.0,12.0,9.0
8777,2-s2.0-85122004343,0,0,1,Article,2021.0,12.0,145.0
8778,2-s2.0-85116384943,3,1,1,Article,2021.0,11.0,108.0
8779,2-s2.0-85070678740,2,1,1,Article,2021.0,12.0,35.0
8780,2-s2.0-85119587568,0,0,1,Article,2021.0,8.0,2.0
8781,2-s2.0-85108405736,7,1,1,Article,2021.0,6.0,15.0
8782,2-s2.0-85117114706,5,1,1,Article,2021.0,10.0,22.0
8783,2-s2.0-85113169753,6,1,1,Article,2021.0,8.0,45.0
8784,2-s2.0-85114390460,3,1,1,Article,2021.0,9.0,5.0
8785,2-s2.0-85108097463,2,1,1,Article,2021.0,12.0,19.0
8786,2-s2.0-85107496309,0,0,1,Article,2021.0,6.0,24.0
8787,2-s2.0-85108253213,4,1,1,Article,2021.0,11.0,6.0
8788,2-s2.0-85102809898,0,0,1,Article,2021.0,2.0,3.0
8789,2-s2.0-85118338201,4,1,1,Article,2021.0,12.0,10.0
8790,2-s2.0-85116739754,2,1,1,Article,2021.0,11.0,9.0
8791,2-s2.0-85109076739,5,1,1,Article,2021.0,8.0,8.0
8792,2-s2.0-85119005351,5,1,0,Article,2021.0,9.0,0.0
8793,2-s2.0-85100583757,2,1,1,Article,2021.0,3.0,11.0
8794,2-s2.0-85118775819,2,1,1,Article,2021.0,11.0,7.0
8795,2-s2.0-85102606651,5,1,1,Article,2021.0,5.0,20.0
8796,2-s2.0-85122027613,0,0,1,Article,2021.0,12.0,4.0
8797,2-s2.0-85112803963,2,1,1,Article,2021.0,8.0,3.0
8798,2-s2.0-85096676820,2,1,1,Article,2021.0,7.0,12.0
8799,2-s2.0-85092145584,0,0,1,Article,2021.0,1.0,5.0
8800,2-s2.0-85098712246,3,1,1,Article,2021.0,1.0,16.0
8801,2-s2.0-85102860113,0,0,1,Article,2021.0,3.0,11.0
8802,2-s2.0-85107018523,4,1,1,Article,2021.0,5.0,2.0
8803,2-s2.0-85106143441,3,1,1,Article,2021.0,6.0,10.0
8804,2-s2.0-85112702734,4,1,1,Article,2021.0,12.0,19.0
8805,2-s2.0-85112850482,5,1,1,Article,2021.0,9.0,19.0
8806,2-s2.0-85110340043,4,1,1,Article,2021.0,7.0,7.0
8807,2-s2.0-85109161096,9,1,1,Article,2021.0,7.0,5.0
8808,2-s2.0-85106449329,3,1,1,Article,2021.0,9.0,11.0
8809,2-s2.0-85096469631,1,1,0,Article,2021.0,8.0,0.0
8810,2-s2.0-85099963988,0,0,1,Article,2021.0,6.0,9.0
8811,2-s2.0-85118418553,2,1,1,Article,2021.0,11.0,12.0
8812,2-s2.0-85116523791,1,1,1,Article,2021.0,12.0,28.0
8813,2-s2.0-85107941851,6,1,1,Article,2021.0,3.0,2.0
8814,2-s2.0-85092629623,0,0,1,Article,2021.0,5.0,9.0
8815,2-s2.0-85103276881,5,1,0,Article,2021.0,3.0,3.0
8816,2-s2.0-85110512136,0,0,0,Article,2021.0,5.0,0.0
8817,2-s2.0-85103106387,2,1,1,Article,2021.0,3.0,14.0
8818,2-s2.0-85100146230,2,1,0,Article,2021.0,1.0,0.0
8819,2-s2.0-85115178428,0,0,1,Article,2021.0,10.0,4.0
8820,2-s2.0-85111526956,2,1,1,Article,2021.0,9.0,9.0
8821,2-s2.0-85103648979,2,1,1,Article,2021.0,4.0,1.0
8822,2-s2.0-85100314635,5,1,1,Article,2021.0,2.0,3.0
8823,2-s2.0-85118763731,10,1,0,Article,2021.0,10.0,2.0
8824,2-s2.0-85116304285,0,0,1,Article,2021.0,12.0,49.0
8825,2-s2.0-85102889891,4,1,1,Article,2021.0,6.0,20.0
8826,2-s2.0-85118879472,0,0,1,Article,2021.0,11.0,17.0
8827,2-s2.0-85096454585,0,0,1,Article,2021.0,6.0,24.0
8828,2-s2.0-85104352777,7,1,1,Article,2021.0,8.0,6.0
8829,2-s2.0-85121764452,6,1,0,Article,2021.0,11.0,0.0
8830,2-s2.0-85097097330,1,1,1,Article,2021.0,5.0,6.0
8831,2-s2.0-85111664273,0,0,1,Article,2021.0,8.0,42.0
8832,2-s2.0-85087144401,5,1,1,Article,2021.0,1.0,28.0
8833,2-s2.0-85109063643,4,1,1,Article,2021.0,6.0,22.0
8834,2-s2.0-85096526495,5,1,1,Article,2021.0,1.0,18.0
8835,2-s2.0-85099607204,1,1,0,Article,2021.0,1.0,0.0
8836,2-s2.0-85100062743,6,1,1,Article,2021.0,1.0,6.0
8837,2-s2.0-85101721613,5,1,1,Article,2021.0,3.0,23.0
8838,2-s2.0-85106405426,6,1,1,Article,2021.0,5.0,11.0
8839,2-s2.0-85107561210,4,1,1,Article,2021.0,11.0,25.0
8840,2-s2.0-85108066905,0,0,1,Article,2021.0,6.0,17.0
8841,2-s2.0-85108991319,3,1,1,Article,2021.0,12.0,52.0
8842,2-s2.0-85112747292,5,1,1,Article,2021.0,11.0,82.0
8843,2-s2.0-85114704749,6,1,1,Article,2021.0,9.0,7.0
